Player_id,Urls,Contains_image,Player,Updated_urls
simmojo02,https://www.basketball-reference.com/req/202106291/images/players/simmojo02.jpg,1,Jonathon Simmons,https://www.basketball-reference.com/req/202106291/images/players/simmojo02.jpg
stephal01,https://www.basketball-reference.com/req/202106291/images/players/stephal01.jpg,1,Alex Stepheson,https://www.basketball-reference.com/req/202106291/images/players/stephal01.jpg
tavarwa01,https://www.basketball-reference.com/req/202106291/images/players/tavarwa01.jpg,1,Edy Tavares,https://www.basketball-reference.com/req/202106291/images/players/tavarwa01.jpg
toupaax01,https://www.basketball-reference.com/req/202106291/images/players/toupaax01.jpg,1,Axel Toupane,https://www.basketball-reference.com/req/202106291/images/players/toupaax01.jpg
townska01,https://www.basketball-reference.com/req/202106291/images/players/townska01.jpg,1,Karl-Anthony Towns,https://www.basketball-reference.com/req/202106291/images/players/townska01.jpg
turnemy01,https://www.basketball-reference.com/req/202106291/images/players/turnemy01.jpg,1,Myles Turner,https://www.basketball-reference.com/req/202106291/images/players/turnemy01.jpg
vaughra01,https://www.basketball-reference.com/req/202106291/images/players/vaughra01.jpg,1,Rashad Vaughn,https://www.basketball-reference.com/req/202106291/images/players/vaughra01.jpg
weberbr01,https://www.basketball-reference.com/req/202106291/images/players/weberbr01.jpg,1,Briante Weber,https://www.basketball-reference.com/req/202106291/images/players/weberbr01.jpg
willial03,https://www.basketball-reference.com/req/202106291/images/players/willial03.jpg,1,Alan Williams,https://www.basketball-reference.com/req/202106291/images/players/willial03.jpg
winslju01,https://www.basketball-reference.com/req/202106291/images/players/winslju01.jpg,1,Justise Winslow,https://www.basketball-reference.com/req/202106291/images/players/winslju01.jpg
woodch01,https://www.basketball-reference.com/req/202106291/images/players/woodch01.jpg,1,Christian Wood,https://www.basketball-reference.com/req/202106291/images/players/woodch01.jpg
wrighde01,https://www.basketball-reference.com/req/202106291/images/players/wrighde01.jpg,1,Delon Wright,https://www.basketball-reference.com/req/202106291/images/players/wrighde01.jpg
youngjo01,https://www.basketball-reference.com/req/202106291/images/players/youngjo01.jpg,1,Joe Young,https://www.basketball-reference.com/req/202106291/images/players/youngjo01.jpg
abrinal01,https://www.basketball-reference.com/req/202106291/images/players/abrinal01.jpg,1,Álex Abrines,https://www.basketball-reference.com/req/202106291/images/players/abrinal01.jpg
bakerro01,https://www.basketball-reference.com/req/202106291/images/players/bakerro01.jpg,1,Ron Baker,https://www.basketball-reference.com/req/202106291/images/players/bakerro01.jpg
