Season,Team,Lg,Salary,player_id
2005-06,Minnesota Timberwolves,NBA,5253000,hudsotr01
2006-07,Minnesota Timberwolves,NBA,5603000,hudsotr01
2007-08,Minnesota Timberwolves,NBA,5953000,hudsotr01
2007-08,Golden State Warriors,NBA,1219590,hudsotr01
Career,(may be incomplete),,29135440,hudsotr01
2018-19,Atlanta Hawks,NBA,2250960,huertke01
2019-20,Atlanta Hawks,NBA,2636280,huertke01
2020-21,Atlanta Hawks,NBA,2761920,huertke01
2021-22,Atlanta Hawks,NBA,4253357,huertke01
Career,(may be incomplete),,11902517,huertke01
2015-16,Los Angeles Lakers,NBA,525093,huertma01
2016-17,Houston Rockets,NBA,1500000,huertma01
Career,(may be incomplete),,2025093,huertma01
2015-16,Oklahoma City Thunder,NBA,1140240,huestjo01
2016-17,Oklahoma City Thunder,NBA,1191480,huestjo01
2017-18,Oklahoma City Thunder,NBA,1471382,huestjo01
Career,(may be incomplete),,3803102,huestjo01
2021-22,Los Angeles Lakers,NBA,0,huffja01
Career,(may be incomplete),,0,huffja01
1997-98,Los Angeles Clippers,NBA,20000,huffmna01
2002-03,Toronto Raptors,NBA,349458,huffmna01
2003-04,Toronto Raptors,NBA,1760000,huffmna01
2004-05,Toronto Raptors,NBA,1280000,huffmna01
Career,(may be incomplete),,3409458,huffmna01
1988-89,Denver Nuggets,NBA,100000,hugheed01
Career,(may be incomplete),,100000,hugheed01
2020-21,Utah Jazz,NBA,898310,hugheel01
2021-22,Portland Trail Blazers,NBA,1517981,hugheel01
Career,(may be incomplete),,2416291,hugheel01
1998-99,Philadelphia 76ers,NBA,1330000,hughela01
1999-00,Golden State Warriors,NBA,1722240,hughela01
2000-01,Golden State Warriors,NBA,1842480,hughela01
2001-02,Golden State Warriors,NBA,2343635,hughela01
2002-03,Washington Wizards,NBA,4546000,hughela01
2003-04,Washington Wizards,NBA,5000600,hughela01
2004-05,Washington Wizards,NBA,5455200,hughela01
2005-06,Cleveland Cavaliers,NBA,10344900,hughela01
2006-07,Cleveland Cavaliers,NBA,13363012,hughela01
2007-08,Chicago Bulls,NBA,12000084,hughela01
2008-09,New York Knicks,NBA,12827676,hughela01
2009-10,Sacramento Kings,NBA,13655268,hughela01
2011-12,Orlando Magic,NBA,414443,hughela01
Career,(may be incomplete),,84845538,hughela01
1985-86,San Antonio Spurs,NBA,177830,hugheri01
Career,(may be incomplete),,177830,hugheri01
1999-00,Dallas Mavericks,NBA,115423,hugheri02
Career,(may be incomplete),,115423,hugheri02
2014-15,Minnesota Timberwolves,NBA,880000,hummero01
2016-17,Denver Nuggets,NBA,150000,hummero01
Career,(may be incomplete),,1030000,hummero01
2018-19,Atlanta Hawks,NBA,47371,humphis01
Career,(may be incomplete),,47371,humphis01
1985-86,Phoenix Suns,NBA,222500,humphja01
1987-88,Milwaukee Bucks,NBA,290000,humphja01
1988-89,Milwaukee Bucks,NBA,410000,humphja01
1990-91,Milwaukee Bucks,NBA,650000,humphja01
1991-92,Milwaukee Bucks,NBA,760000,humphja01
1992-93,Utah Jazz,NBA,1800000,humphja01
1993-94,Utah Jazz,NBA,1800000,humphja01
1994-95,Utah Jazz,NBA,1900000,humphja01
Career,(may be incomplete),,7832500,humphja01
2004-05,Utah Jazz,NBA,1481400,humphkr01
2005-06,Utah Jazz,NBA,1592400,humphkr01
2006-07,Toronto Raptors,NBA,1703520,humphkr01
2007-08,Toronto Raptors,NBA,2522913,humphkr01
2008-09,Toronto Raptors,NBA,3200000,humphkr01
2009-10,New Jersey Nets,NBA,3200000,humphkr01
2010-11,New Jersey Nets,NBA,3200000,humphkr01
2011-12,New Jersey Nets,NBA,8000000,humphkr01
2012-13,Brooklyn Nets,NBA,12000000,humphkr01
2013-14,Boston Celtics,NBA,12000000,humphkr01
2014-15,Washington Wizards,NBA,4300000,humphkr01
2015-16,Phoenix Suns,NBA,4600000,humphkr01
2015-16,Atlanta Hawks,NBA,388025,humphkr01
2016-17,Atlanta Hawks,NBA,4000000,humphkr01
Career,(may be incomplete),,62188258,humphkr01
2002-03,Orlando Magic,NBA,1063680,humphry01
2003-04,Memphis Grizzlies,NBA,1143360,humphry01
2004-05,Memphis Grizzlies,NBA,1223160,humphry01
Career,(may be incomplete),,3430200,humphry01
2003-04,Boston Celtics,NBA,366931,huntebr01
2004-05,Orlando Magic,NBA,620046,huntebr01
Career,(may be incomplete),,986977,huntebr01
2009-10,Golden State Warriors,NBA,632455,huntech01
Career,(may be incomplete),,632455,huntech01
2019-20,Atlanta Hawks,NBA,7068360,huntede01
2020-21,Atlanta Hawks,NBA,7422000,huntede01
2021-22,Atlanta Hawks,NBA,7775400,huntede01
Career,(may be incomplete),,22265760,huntede01
1993-94,Detroit Pistons,NBA,902000,hunteli01
1994-95,Detroit Pistons,NBA,1173000,hunteli01
1995-96,Detroit Pistons,NBA,1444000,hunteli01
1996-97,Detroit Pistons,NBA,1715000,hunteli01
1997-98,Detroit Pistons,NBA,1750000,hunteli01
1998-99,Detroit Pistons,NBA,2050000,hunteli01
1999-00,Detroit Pistons,NBA,2350000,hunteli01
2000-01,Milwaukee Bucks,NBA,2650000,hunteli01
2001-02,Los Angeles Lakers,NBA,3425760,hunteli01
2002-03,Toronto Raptors,NBA,3870912,hunteli01
2003-04,Detroit Pistons,NBA,3000000,hunteli01
2004-05,Detroit Pistons,NBA,1600000,hunteli01
2005-06,Detroit Pistons,NBA,1760000,hunteli01
2006-07,Detroit Pistons,NBA,2250000,hunteli01
2007-08,Detroit Pistons,NBA,2250000,hunteli01
2008-09,Chicago Bulls,NBA,1143473,hunteli01
2009-10,Chicago Bulls,NBA,1306455,hunteli01
Career,(may be incomplete),,34640600,hunteli01
2008-09,Atlanta Hawks,NBA,442114,hunteot01
2009-10,Atlanta Hawks,NBA,307564,hunteot01
Career,(may be incomplete),,749678,hunteot01
2015-16,Boston Celtics,NBA,1148640,hunterj01
2016-17,Boston Celtics,NBA,1200240,hunterj01
2016-17,Chicago Bulls,NBA,425000,hunterj01
2017-18,Houston Rockets,NBA,0,hunterj01
2018-19,Boston Celtics,NBA,0,hunterj01
Career,(may be incomplete),,2773880,hunterj01
2001-02,Orlando Magic,NBA,1244880,huntest01
2002-03,Orlando Magic,NBA,1338240,huntest01
2003-04,Orlando Magic,NBA,1431600,huntest01
2004-05,Cleveland Cavaliers,NBA,1000000,huntest01
2004-05,Phoenix Suns,NBA,720046,huntest01
2005-06,Philadelphia 76ers,NBA,2800000,huntest01
2006-07,Philadelphia 76ers,NBA,3024000,huntest01
2007-08,Denver Nuggets,NBA,3248000,huntest01
2008-09,Denver Nuggets,NBA,3862600,huntest01
2009-10,Memphis Grizzlies,NBA,3696000,huntest01
Career,(may be incomplete),,22365366,huntest01
2015-16,Sacramento Kings,NBA,35000,huntevi01
2017-18,Memphis Grizzlies,NBA,0,huntevi01
Career,(may be incomplete),,35000,huntevi01
2021-22,New Orleans Pelicans,NBA,53176,huntfe01
2021-22,New York Knicks,NBA,0,huntfe01
Career,(may be incomplete),,53176,huntfe01
1993-94,Sacramento Kings,NBA,1616000,hurlebo01
1994-95,Sacramento Kings,NBA,2100000,hurlebo01
1995-96,Sacramento Kings,NBA,2584000,hurlebo01
1996-97,Sacramento Kings,NBA,3068000,hurlebo01
1997-98,Sacramento Kings,NBA,3552000,hurlebo01
1998-99,Vancouver Grizzlies,NBA,4030000,hurlebo01
Career,(may be incomplete),,16950000,hurlebo01
1985-86,Golden State Warriors,NBA,90000,hustoge01
Career,(may be incomplete),,90000,hustoge01
2018-19,Chicago Bulls,NBA,1991520,hutchch01
2019-20,Chicago Bulls,NBA,2332320,hutchch01
2020-21,Washington Wizards,NBA,2443440,hutchch01
2021-22,San Antonio Spurs,NBA,4019459,hutchch01
2021-22,Phoenix Suns,NBA,0,hutchch01
Career,(may be incomplete),,10786739,hutchch01
2021-22,Denver Nuggets,NBA,2096880,hylanbo01
Career,(may be incomplete),,2096880,hylanbo01
1984-85,Philadelphia 76ers,NBA,100000,iavarma01
1985-86,San Antonio Spurs,NBA,120000,iavarma01
1987-88,Utah Jazz,NBA,175000,iavarma01
1988-89,Utah Jazz,NBA,325000,iavarma01
Career,(may be incomplete),,720000,iavarma01
2009-10,Oklahoma City Thunder,NBA,1120200,ibakase01
2010-11,Oklahoma City Thunder,NBA,1204200,ibakase01
2011-12,Oklahoma City Thunder,NBA,1288200,ibakase01
2012-13,Oklahoma City Thunder,NBA,2253062,ibakase01
2013-14,Oklahoma City Thunder,NBA,12250000,ibakase01
2014-15,Oklahoma City Thunder,NBA,12350000,ibakase01
2015-16,Oklahoma City Thunder,NBA,12350000,ibakase01
2016-17,Toronto Raptors,NBA,12250000,ibakase01
2017-18,Toronto Raptors,NBA,20061729,ibakase01
2018-19,Toronto Raptors,NBA,21666667,ibakase01
2019-20,Toronto Raptors,NBA,23271604,ibakase01
2020-21,Los Angeles Clippers,NBA,9258000,ibakase01
2021-22,Milwaukee Bucks,NBA,9720900,ibakase01
Career,(may be incomplete),,139044562,ibakase01
2004-05,Philadelphia 76ers,NBA,1914480,iguodan01
2005-06,Philadelphia 76ers,NBA,2058000,iguodan01
2006-07,Philadelphia 76ers,NBA,2201640,iguodan01
2007-08,Philadelphia 76ers,NBA,2804889,iguodan01
2008-09,Philadelphia 76ers,NBA,11300000,iguodan01
2009-10,Philadelphia 76ers,NBA,12200000,iguodan01
2010-11,Philadelphia 76ers,NBA,12345250,iguodan01
2011-12,Philadelphia 76ers,NBA,13531750,iguodan01
2012-13,Denver Nuggets,NBA,14968250,iguodan01
2013-14,Golden State Warriors,NBA,12868632,iguodan01
2014-15,Golden State Warriors,NBA,12289544,iguodan01
2015-16,Golden State Warriors,NBA,11710456,iguodan01
2016-17,Golden State Warriors,NBA,11131368,iguodan01
2017-18,Golden State Warriors,NBA,14814815,iguodan01
2018-19,Golden State Warriors,NBA,16000000,iguodan01
2019-20,Miami Heat,NBA,17185185,iguodan01
2020-21,Miami Heat,NBA,15000000,iguodan01
2021-22,Golden State Warriors,NBA,2641691,iguodan01
Career,(may be incomplete),,186965950,iguodan01
1996-97,Cleveland Cavaliers,NBA,720000,ilgauzy01
1997-98,Cleveland Cavaliers,NBA,828000,ilgauzy01
1999-00,Cleveland Cavaliers,NBA,9000000,ilgauzy01
2000-01,Cleveland Cavaliers,NBA,10130000,ilgauzy01
2001-02,Cleveland Cavaliers,NBA,11250000,ilgauzy01
2002-03,Cleveland Cavaliers,NBA,12375000,ilgauzy01
2003-04,Cleveland Cavaliers,NBA,13500000,ilgauzy01
2004-05,Cleveland Cavaliers,NBA,14625000,ilgauzy01
2005-06,Cleveland Cavaliers,NBA,8740000,ilgauzy01
2006-07,Cleveland Cavaliers,NBA,9442697,ilgauzy01
2007-08,Cleveland Cavaliers,NBA,10142156,ilgauzy01
2008-09,Cleveland Cavaliers,NBA,10841615,ilgauzy01
2009-10,Washington Wizards,NBA,11541074,ilgauzy01
2010-11,Miami Heat,NBA,1352181,ilgauzy01
Career,(may be incomplete),,124487723,ilgauzy01
2006-07,New Jersey Nets,NBA,800000,ilicmi01
2007-08,New Orleans Hornets,NBA,864000,ilicmi01
Career,(may be incomplete),,1664000,ilicmi01
2005-06,Milwaukee Bucks,NBA,398762,ilyaser01
2006-07,Milwaukee Bucks,NBA,664209,ilyaser01
2009-10,Milwaukee Bucks,NBA,2100000,ilyaser01
2010-11,Milwaukee Bucks,NBA,2320500,ilyaser01
2011-12,Milwaukee Bucks,NBA,2541000,ilyaser01
2012-13,Milwaukee Bucks,NBA,7900000,ilyaser01
2013-14,Milwaukee Bucks,NBA,7900000,ilyaser01
2014-15,Detroit Pistons,NBA,7900000,ilyaser01
2015-16,Orlando Magic,NBA,7900000,ilyaser01
2016-17,Atlanta Hawks,NBA,8400000,ilyaser01
2017-18,Atlanta Hawks,NBA,5434282,ilyaser01
2017-18,Philadelphia 76ers,NBA,357454,ilyaser01
2018-19,Milwaukee Bucks,NBA,7000000,ilyaser01
2019-20,Milwaukee Bucks,NBA,7000000,ilyaser01
2020-21,Utah Jazz,NBA,754783,ilyaser01
2021-22,Chicago Bulls,NBA,151821,ilyaser01
Career,(may be incomplete),,68722811,ilyaser01
2014-15,Utah Jazz,NBA,507336,inglejo01
2015-16,Utah Jazz,NBA,2250000,inglejo01
2016-17,Utah Jazz,NBA,2250000,inglejo01
2017-18,Utah Jazz,NBA,14136364,inglejo01
2018-19,Utah Jazz,NBA,13045455,inglejo01
2019-20,Utah Jazz,NBA,11207387,inglejo01
2020-21,Utah Jazz,NBA,10863637,inglejo01
2021-22,Portland Trail Blazers,NBA,12436364,inglejo01
Career,(may be incomplete),,66696543,inglejo01
2014-15,Milwaukee Bucks,NBA,820000,inglida01
2015-16,Milwaukee Bucks,NBA,855000,inglida01
Career,(may be incomplete),,1675000,inglida01
2017-18,Los Angeles Lakers,NBA,13824,ingraan01
2018-19,Los Angeles Lakers,NBA,76236,ingraan01
Career,(may be incomplete),,90060,ingraan01
2016-17,Los Angeles Lakers,NBA,5281680,ingrabr01
2017-18,Los Angeles Lakers,NBA,5519400,ingrabr01
2018-19,Los Angeles Lakers,NBA,5757120,ingrabr01
2019-20,New Orleans Pelicans,NBA,7265485,ingrabr01
2020-21,New Orleans Pelicans,NBA,27285000,ingrabr01
2021-22,New Orleans Pelicans,NBA,29467800,ingrabr01
Career,(may be incomplete),,80576485,ingrabr01
1990-91,Washington Bullets,NBA,375000,irvinby01
Career,(may be incomplete),,375000,irvinby01
2011-12,Cleveland Cavaliers,NBA,5144280,irvinky01
2012-13,Cleveland Cavaliers,NBA,5530080,irvinky01
2013-14,Cleveland Cavaliers,NBA,5607240,irvinky01
2014-15,Cleveland Cavaliers,NBA,7070730,irvinky01
2015-16,Cleveland Cavaliers,NBA,14746000,irvinky01
2016-17,Cleveland Cavaliers,NBA,17638063,irvinky01
2017-18,Boston Celtics,NBA,18868625,irvinky01
2018-19,Boston Celtics,NBA,20099189,irvinky01
2019-20,Brooklyn Nets,NBA,31742000,irvinky01
2020-21,Brooklyn Nets,NBA,33460350,irvinky01
2021-22,Brooklyn Nets,NBA,34916200,irvinky01
Career,(may be incomplete),,194822757,irvinky01
2017-18,Orlando Magic,NBA,4186320,isaacjo01
2018-19,Orlando Magic,NBA,4969080,isaacjo01
2019-20,Orlando Magic,NBA,5806440,isaacjo01
2020-21,Orlando Magic,NBA,7362566,isaacjo01
2021-22,Orlando Magic,NBA,17400000,isaacjo01
Career,(may be incomplete),,39724406,isaacjo01
1984-85,Denver Nuggets,NBA,614000,isselda01
Career,(may be incomplete),,614000,isselda01
1991-92,Dallas Mavericks,NBA,185000,iuzzomi01
1992-93,Dallas Mavericks,NBA,241000,iuzzomi01
1994-95,Orlando Magic,NBA,97500,iuzzomi01
Career,(may be incomplete),,523500,iuzzomi01
1996-97,Philadelphia 76ers,NBA,2267000,iversal01
1997-98,Philadelphia 76ers,NBA,3128640,iversal01
1998-99,Philadelphia 76ers,NBA,3537000,iversal01
1999-00,Philadelphia 76ers,NBA,9000000,iversal01
2000-01,Philadelphia 76ers,NBA,10130000,iversal01
2001-02,Philadelphia 76ers,NBA,11250000,iversal01
2002-03,Philadelphia 76ers,NBA,12375000,iversal01
2003-04,Philadelphia 76ers,NBA,13500000,iversal01
2004-05,Philadelphia 76ers,NBA,14625000,iversal01
2005-06,Philadelphia 76ers,NBA,16453125,iversal01
2006-07,Denver Nuggets,NBA,17184375,iversal01
2007-08,Denver Nuggets,NBA,19012500,iversal01
2008-09,Detroit Pistons,NBA,20840625,iversal01
2009-10,Philadelphia 76ers,NBA,1029794,iversal01
2009-10,Memphis Grizzlies,NBA,161386,iversal01
Career,(may be incomplete),,154494445,iversal01
2004-05,Atlanta Hawks,NBA,425000,iveyro01
2005-06,Atlanta Hawks,NBA,641748,iveyro01
2006-07,Atlanta Hawks,NBA,744551,iveyro01
2007-08,Milwaukee Bucks,NBA,826046,iveyro01
2008-09,Philadelphia 76ers,NBA,854957,iveyro01
2009-10,Milwaukee Bucks,NBA,1050000,iveyro01
2010-11,Oklahoma City Thunder,NBA,1200000,iveyro01
2011-12,Oklahoma City Thunder,NBA,1200000,iveyro01
2012-13,Philadelphia 76ers,NBA,1223166,iveyro01
Career,(may be incomplete),,8165468,iveyro01
2017-18,Orlando Magic,NBA,1050000,iwundwe01
2018-19,Orlando Magic,NBA,1378242,iwundwe01
2019-20,Orlando Magic,NBA,1618520,iwundwe01
2020-21,New Orleans Pelicans,NBA,1678854,iwundwe01
2021-22,Charlotte Hornets,NBA,1824003,iwundwe01
2021-22,Atlanta Hawks,NBA,102831,iwundwe01
Career,(may be incomplete),,7652450,iwundwe01
2005-06,Portland Trail Blazers,NBA,1058640,jackja01
2006-07,Portland Trail Blazers,NBA,1137960,jackja01
2007-08,Portland Trail Blazers,NBA,1217400,jackja01
2008-09,Indiana Pacers,NBA,2002623,jackja01
2009-10,Toronto Raptors,NBA,4500000,jackja01
2010-11,New Orleans Hornets,NBA,4600000,jackja01
2011-12,New Orleans Hornets,NBA,5000000,jackja01
2012-13,Golden State Warriors,NBA,5400000,jackja01
2013-14,Cleveland Cavaliers,NBA,6300000,jackja01
2014-15,Brooklyn Nets,NBA,6300000,jackja01
2015-16,Brooklyn Nets,NBA,6300000,jackja01
2016-17,Atlanta Hawks,NBA,1551659,jackja01
2016-17,Brooklyn Nets,NBA,500000,jackja01
2016-17,New Orleans Pelicans,NBA,91274,jackja01
2017-18,New York Knicks,NBA,1471382,jackja01
Career,(may be incomplete),,47430938,jackja01
2017-18,Houston Rockets,NBA,4608,jacksaa01
Career,(may be incomplete),,4608,jacksaa01
1997-98,Denver Nuggets,NBA,694920,jacksbo01
1998-99,Minnesota Timberwolves,NBA,799200,jacksbo01
1999-00,Minnesota Timberwolves,NBA,903360,jacksbo01
2000-01,Sacramento Kings,NBA,2250000,jacksbo01
2001-02,Sacramento Kings,NBA,2475000,jacksbo01
2002-03,Sacramento Kings,NBA,2700000,jacksbo01
2003-04,Sacramento Kings,NBA,2925000,jacksbo01
2004-05,Sacramento Kings,NBA,3150000,jacksbo01
2005-06,Memphis Grizzlies,NBA,3375000,jacksbo01
2006-07,New Orleans/Oklahoma City Hornets,NBA,5259000,jacksbo01
2007-08,Houston Rockets,NBA,5670000,jacksbo01
2008-09,Sacramento Kings,NBA,6487888,jacksbo01
Career,(may be incomplete),,36689368,jacksbo01
2009-10,Cleveland Cavaliers,NBA,53834,jacksce01
Career,(may be incomplete),,53834,jacksce01
2008-09,Cleveland Cavaliers,NBA,450000,jacksda01
2009-10,Cleveland Cavaliers,NBA,736420,jacksda01
2010-11,Sacramento Kings,NBA,854389,jacksda01
Career,(may be incomplete),,2040809,jacksda01
2016-17,Boston Celtics,NBA,1450000,jacksde01
2017-18,Boston Celtics,NBA,92858,jacksde01
2017-18,Houston Rockets,NBA,0,jacksde01
2017-18,Philadelphia 76ers,NBA,0,jacksde01
2018-19,Boston Celtics,NBA,92857,jacksde01
2019-20,Boston Celtics,NBA,92857,jacksde01
2019-20,Los Angeles Lakers,NBA,18312,jacksde01
2020-21,Boston Celtics,NBA,92857,jacksde01
2021-22,Boston Celtics,NBA,92857,jacksde01
Career,(may be incomplete),,2006757,jacksde01
2017-18,New Orleans Pelicans,NBA,815615,jacksfr01
2018-19,New Orleans Pelicans,NBA,1378242,jacksfr01
2019-20,New Orleans Pelicans,NBA,1618520,jacksfr01
2020-21,Oklahoma City Thunder,NBA,250000,jacksfr01
2020-21,Detroit Pistons,NBA,0,jacksfr01
2021-22,Detroit Pistons,NBA,3000000,jacksfr01
Career,(may be incomplete),,7062377,jacksfr01
2021-22,Indiana Pacers,NBA,2451120,jacksis01
Career,(may be incomplete),,2451120,jacksis01
1992-93,Los Angeles Clippers,NBA,140000,jacksja01
1994-95,Philadelphia 76ers,NBA,140350,jacksja01
1996-97,Washington Bullets,NBA,247500,jacksja01
1997-98,San Antonio Spurs,NBA,272250,jacksja01
1999-00,San Antonio Spurs,NBA,2483333,jacksja01
2000-01,San Antonio Spurs,NBA,1750000,jacksja01
2001-02,San Antonio Spurs,NBA,3020834,jacksja01
Career,(may be incomplete),,8054267,jacksja01
2018-19,Memphis Grizzlies,NBA,5915040,jacksja02
2019-20,Memphis Grizzlies,NBA,6927480,jacksja02
2020-21,Memphis Grizzlies,NBA,7257360,jacksja02
2021-22,Memphis Grizzlies,NBA,9180560,jacksja02
Career,(may be incomplete),,29280440,jacksja02
1999-00,Detroit Pistons,NBA,302875,jacksje01
2000-01,Philadelphia 76ers,NBA,423500,jacksje01
2002-03,Toronto Raptors,NBA,171932,jacksje01
2005-06,Chicago Bulls,NBA,771123,jacksje01
2005-06,Milwaukee Bucks,NBA,583944,jacksje01
Career,(may be incomplete),,2253374,jacksje01
1993-94,Dallas Mavericks,NBA,2000000,jacksji01
1994-95,Dallas Mavericks,NBA,2700000,jacksji01
1995-96,Dallas Mavericks,NBA,3200000,jacksji01
1996-97,Dallas Mavericks,NBA,3900000,jacksji01
1997-98,Philadelphia 76ers,NBA,4600000,jacksji01
1998-99,Portland Trail Blazers,NBA,1750000,jacksji01
1999-00,Atlanta Hawks,NBA,1925000,jacksji01
2000-01,Atlanta Hawks,NBA,2330000,jacksji01
2001-02,Miami Heat,NBA,789170,jacksji01
2002-03,Sacramento Kings,NBA,791341,jacksji01
2003-04,Houston Rockets,NBA,2200000,jacksji01
2004-05,Houston Rockets,NBA,2420000,jacksji01
2005-06,Phoenix Suns,NBA,2640000,jacksji01
Career,(may be incomplete),,31245511,jacksji01
2017-18,Phoenix Suns,NBA,5090040,jacksjo02
2018-19,Phoenix Suns,NBA,6041520,jacksjo02
2019-20,Memphis Grizzlies,NBA,7059480,jacksjo02
2020-21,Detroit Pistons,NBA,4767000,jacksjo02
2021-22,Sacramento Kings,NBA,5005350,jacksjo02
Career,(may be incomplete),,27963390,jacksjo02
2017-18,Sacramento Kings,NBA,2365560,jacksju01
2018-19,Dallas Mavericks,NBA,2807880,jacksju01
2019-20,Dallas Mavericks,NBA,3280920,jacksju01
2020-21,Oklahoma City Thunder,NBA,5029650,jacksju01
2020-21,Milwaukee Bucks,NBA,0,jacksju01
2021-22,Phoenix Suns,NBA,205662,jacksju01
2021-22,Boston Celtics,NBA,102831,jacksju01
Career,(may be incomplete),,13792503,jacksju01
2004-05,Cleveland Cavaliers,NBA,1818720,jackslu02
2005-06,Cleveland Cavaliers,NBA,1955160,jackslu02
2006-07,Boston Celtics,NBA,2091480,jackslu02
2006-07,Los Angeles Clippers,NBA,40501,jackslu02
2007-08,Miami Heat,NBA,279415,jackslu02
Career,(may be incomplete),,6185276,jackslu02
1987-88,New York Knicks,NBA,115100,jacksma01
1988-89,New York Knicks,NBA,275000,jacksma01
1989-90,New York Knicks,NBA,1100000,jacksma01
1990-91,New York Knicks,NBA,1785000,jacksma01
1991-92,New York Knicks,NBA,1250000,jacksma01
1992-93,Los Angeles Clippers,NBA,1790000,jacksma01
1993-94,Los Angeles Clippers,NBA,2000000,jacksma01
1994-95,Indiana Pacers,NBA,2300000,jacksma01
1995-96,Indiana Pacers,NBA,2600000,jacksma01
1996-97,Denver Nuggets,NBA,2900000,jacksma01
1997-98,Indiana Pacers,NBA,3200000,jacksma01
1998-99,Indiana Pacers,NBA,3600000,jacksma01
1999-00,Indiana Pacers,NBA,4000000,jacksma01
2000-01,Toronto Raptors,NBA,3570000,jacksma01
2001-02,New York Knicks,NBA,3860000,jacksma01
2002-03,Denver Nuggets,NBA,3500000,jacksma01
2002-03,Utah Jazz,NBA,1030000,jacksma01
2003-04,Denver Nuggets,NBA,1500000,jacksma01
Career,(may be incomplete),,40375100,jacksma01
2000-01,Golden State Warriors,NBA,316969,jacksma02
2001-02,Golden State Warriors,NBA,3250000,jacksma02
2002-03,Minnesota Timberwolves,NBA,3575000,jacksma02
2003-04,Philadelphia 76ers,NBA,3900000,jacksma02
2004-05,Philadelphia 76ers,NBA,4225000,jacksma02
2005-06,New Jersey Nets,NBA,4550000,jacksma02
2006-07,New Orleans/Oklahoma City Hornets,NBA,4875000,jacksma02
Career,(may be incomplete),,24691969,jacksma02
1987-88,Sacramento Kings,NBA,115000,jacksmi02
Career,(may be incomplete),,115000,jacksmi02
2014-15,Philadelphia 76ers,NBA,400000,jackspi01
2015-16,Philadelphia 76ers,NBA,750000,jackspi01
2016-17,Dallas Mavericks,NBA,105498,jackspi01
Career,(may be incomplete),,1255498,jackspi01
1998-99,Washington Wizards,NBA,287500,jacksra02
1999-00,Dallas Mavericks,NBA,115500,jacksra02
Career,(may be incomplete),,403000,jacksra02
2011-12,Oklahoma City Thunder,NBA,1156320,jacksre01
2012-13,Oklahoma City Thunder,NBA,1243080,jacksre01
2013-14,Oklahoma City Thunder,NBA,1260360,jacksre01
2014-15,Detroit Pistons,NBA,2204370,jacksre01
2015-16,Detroit Pistons,NBA,14000000,jacksre01
2016-17,Detroit Pistons,NBA,14956522,jacksre01
2017-18,Detroit Pistons,NBA,16000000,jacksre01
2018-19,Detroit Pistons,NBA,17043478,jacksre01
2019-20,Detroit Pistons,NBA,17286956,jacksre01
2019-20,Los Angeles Clippers,NBA,734025,jacksre01
2020-21,Los Angeles Clippers,NBA,1620564,jacksre01
2021-22,Los Angeles Clippers,NBA,10384500,jacksre01
Career,(may be incomplete),,97890175,jacksre01
2000-01,New Jersey Nets,NBA,316969,jacksst02
2001-02,San Antonio Spurs,NBA,590850,jacksst02
2002-03,San Antonio Spurs,NBA,699935,jacksst02
2003-04,Atlanta Hawks,NBA,1000000,jacksst02
2004-05,Indiana Pacers,NBA,5100000,jacksst02
2005-06,Indiana Pacers,NBA,5610000,jacksst02
2006-07,Golden State Warriors,NBA,6120000,jacksst02
2007-08,Golden State Warriors,NBA,6630000,jacksst02
2008-09,Golden State Warriors,NBA,7140000,jacksst02
2009-10,Charlotte Bobcats,NBA,7650000,jacksst02
2010-11,Charlotte Bobcats,NBA,8453250,jacksst02
2011-12,Milwaukee Bucks,NBA,9256500,jacksst02
2012-13,San Antonio Spurs,NBA,10059750,jacksst02
Career,(may be incomplete),,68627254,jacksst02
2002-03,Phoenix Suns,NBA,941040,jacobca01
2003-04,Phoenix Suns,NBA,1011600,jacobca01
2004-05,Phoenix Suns,NBA,1082160,jacobca01
2006-07,Houston Rockets,NBA,31250,jacobca01
2007-08,Memphis Grizzlies,NBA,826269,jacobca01
Career,(may be incomplete),,3892319,jacobca01
1998-99,Los Angeles Lakers,NBA,559000,jacobsa01
1999-00,Los Angeles Lakers,NBA,721080,jacobsa01
1999-00,Golden State Warriors,NBA,22647,jacobsa01
2000-01,Minnesota Timberwolves,NBA,498500,jacobsa01
2000-01,Los Angeles Lakers,NBA,270000,jacobsa01
Career,(may be incomplete),,2071227,jacobsa01
1990-91,Houston Rockets,NBA,650000,jamerda01
1991-92,Houston Rockets,NBA,840000,jamerda01
1992-93,Houston Rockets,NBA,1034000,jamerda01
1993-94,Houston Rockets,NBA,780000,jamerda01
1994-95,Houston Rockets,NBA,104000,jamerda01
Career,(may be incomplete),,3408000,jamerda01
2012-13,Dallas Mavericks,NBA,473604,jamesbe01
2013-14,Dallas Mavericks,NBA,788872,jamesbe01
2014-15,Dallas Mavericks,NBA,915243,jamesbe01
2014-15,Dallas Mavericks,NBA,236866,jamesbe01
Career,(may be incomplete),,2414585,jamesbe01
2010-11,New Jersey Nets,NBA,1156320,jamesda01
2011-12,New Jersey Nets,NBA,1243080,jamesda01
2012-13,Brooklyn Nets,NBA,50258,jamesda01
Career,(may be incomplete),,2449658,jamesda01
1990-91,Cleveland Cavaliers,NBA,75000,jameshe01
1991-92,Cleveland Cavaliers,NBA,477000,jameshe01
1992-93,Cleveland Cavaliers,NBA,477000,jameshe01
