season,team,lg,salary,player_id,normalized salary,salary_cap,2022 salary
2010,PHX,NBA,6600000,barbole01,0.11438474870017332,57700000,77414680.0
2011,TOR,NBA,7100000,barbole01,0.12232099786368962,58044000,75491545.0
2012,TOR,NBA,7600000,barbole01,0.13093515264282268,58044000,73970553.0
2013,WAS,NBA,1229255,barbole01,0.021177985666046447,58044000,72903264.0
2015,GSW,NBA,1448490,barbole01,0.022968207405058273,63065000,77841847.0
2016,GSW,NBA,2500000,barbole01,0.03571428571428571,70000000,85323721.0
2017,PHX,NBA,4000000,barbole01,0.04248855464559234,94143000,112368348.0
2018,PHX,NBA,500000,barbole01,0.0050457650893605,99093000,115455294.0
1993,DAL,NBA,150000,bardost01,0.010714285714285714,14000000,28354756.0
1996,DET,NBA,225000,bardost01,0.009782608695652175,23000000,42906004.0
2007,DAL,NBA,412718,bareajo01,0.007767347322856874,53135000,74973988.0
2008,DAL,NBA,687456,bareajo01,0.012357648750674096,55630000,75594893.0
2009,DAL,NBA,1500000,bareajo01,0.02556237218813906,58680000,80023973.0
2010,DAL,NBA,1657500,bareajo01,0.028726169844020797,57700000,77414680.0
2011,DAL,NBA,1815000,bareajo01,0.03126938184825305,58044000,75491545.0
2012,MIN,NBA,4300000,bareajo01,0.07408173110054442,58044000,73970553.0
2013,MIN,NBA,4493500,bareajo01,0.07741540900006891,58044000,72903264.0
2014,MIN,NBA,4687000,bareajo01,0.0798752534978442,58679000,72519787.0
2015,DAL,NBA,1310286,bareajo01,0.020776754142551337,63065000,77841847.0
2016,DAL,NBA,4000000,bareajo01,0.05714285714285714,70000000,85323721.0
2017,DAL,NBA,4096950,bareajo01,0.043518370988814885,94143000,112368348.0
2018,DAL,NBA,3903900,bareajo01,0.03939632466470891,99093000,115455294.0
2019,DAL,NBA,3710850,bareajo01,0.03642766690553554,101869000,116573245.0
2020,DAL,NBA,2564753,bareajo01,0.023499660985889684,109140000,123384194.0
2021,DAL,NBA,1620564,bareajo01,0.014848488180318857,109140000,117838496.0
2007,TOR,NBA,4501200,bargnan01,0.08471252470123271,53135000,74973988.0
2008,TOR,NBA,4838880,bargnan01,0.08698328240158187,55630000,75594893.0
2009,TOR,NBA,5176440,bargnan01,0.08821472392638037,58680000,80023973.0
2010,TOR,NBA,6527491,bargnan01,0.11312809358752167,57700000,77414680.0
2011,TOR,NBA,8500000,bargnan01,0.14644063124526221,58044000,75491545.0
2012,TOR,NBA,9250000,bargnan01,0.15936186341396183,58044000,73970553.0
2013,TOR,NBA,10000000,bargnan01,0.17228309558266142,58044000,72903264.0
2014,NYK,NBA,11862500,bargnan01,0.20215920516709554,58679000,72519787.0
2015,NYK,NBA,11500000,bargnan01,0.1823515420597796,63065000,77841847.0
2016,BKN,NBA,1039298,bargnan01,0.014847114285714285,70000000,85323721.0
2017,BKN,NBA,323599,bargnan01,0.0034373134486897594,94143000,112368348.0
1985,PHI,NBA,307000,barklch01,0.08527777777777777,3600000,9793069.0
1986,PHI,NBA,437500,barklch01,0.10335459484998819,4233000,11298280.0
1988,PHI,NBA,822500,barklch01,0.13343608046722907,6164000,15248702.0
1989,PHI,NBA,1536000,barklch01,0.21238938053097345,7232000,17069461.0
1990,PHI,NBA,3000000,barklch01,0.3060599877576005,9802000,21950887.0
1991,PHI,NBA,2900000,barklch01,0.24429281442169995,11871000,25499592.0
1992,PHI,NBA,3200000,barklch01,0.256,12500000,26061180.0
1993,PHX,NBA,2420000,barklch01,0.17285714285714285,14000000,28354756.0
1994,PHX,NBA,3250000,barklch01,0.214168039538715,15175000,29954782.0
1995,PHX,NBA,4030000,barklch01,0.252442996742671,15964000,30651995.0
1996,PHX,NBA,4760000,barklch01,0.20695652173913043,23000000,42906004.0
1997,HOU,NBA,4695000,barklch01,0.1927102573574683,24363000,44402880.0
1998,HOU,NBA,2250000,barklch01,0.08364312267657993,26900000,48285994.0
1999,HOU,NBA,1000000,barklch01,0.03333333333333333,30000000,52688773.0
2000,HOU,NBA,9000000,barklch01,0.2647058823529412,34000000,57763864.0
2001,POR,NBA,712200,barkler01,0.020061971830985917,35500000,58657395.0
2002,POR,NBA,638000,barkler01,0.015011764705882353,42500000,69132284.0
2003,CHI,NBA,682500,barkler01,0.016947679471580046,40271000,64048956.0
2013,GSW,NBA,2798040,barneha02,0.048205499276411,58044000,72903264.0
2014,GSW,NBA,2923920,barneha02,0.049829070025051554,58679000,72519787.0
2015,GSW,NBA,3049920,barneha02,0.0483615317529533,63065000,77841847.0
2016,GSW,NBA,3873398,barneha02,0.05533425714285714,70000000,85323721.0
2017,DAL,NBA,22116750,barneha02,0.23492718523947612,94143000,112368348.0
2018,DAL,NBA,23112004,barneha02,0.23323548585672046,99093000,115455294.0
2019,SAC,NBA,24107258,barneha02,0.23664959899478744,101869000,116573245.0
2020,SAC,NBA,24147727,barneha02,0.2212545995968481,109140000,123384194.0
2021,SAC,NBA,22215909,barneha02,0.2035542330951072,109140000,117838496.0
2022,SAC,NBA,20284091,barneha02,0.18044096820680697,112414000,112414000.0
2005,SAC,NBA,695046,barnema02,0.01584330977889218,43870000,65719039.0
2006,PHI,NBA,552269,barnema02,0.011156949494949496,49500000,71839551.0
2006,NYK,NBA,131593,barnema02,0.0026584444444444446,49500000,71839551.0
2007,GSW,NBA,771331,barnema02,0.01451643925849252,53135000,74973988.0
2008,GSW,NBA,3000000,barnema02,0.053927736832644256,55630000,75594893.0
2009,PHX,NBA,926678,barnema02,0.015792058623040218,58680000,80023973.0
2010,ORL,NBA,1600000,barnema02,0.02772963604852686,57700000,77414680.0
2011,LAL,NBA,1765000,barnema02,0.030407966370339743,58044000,75491545.0
2012,LAL,NBA,1906200,barnema02,0.03284060367996692,58044000,73970553.0
2013,LAC,NBA,1229255,barnema02,0.021177985666046447,58044000,72903264.0
2014,LAC,NBA,3250000,barnema02,0.05538608360742344,58679000,72519787.0
2015,LAC,NBA,3396250,barnema02,0.0538531673670023,63065000,77841847.0
2016,MEM,NBA,3542500,barnema02,0.05060714285714286,70000000,85323721.0
2017,SAC,NBA,6125000,barnema02,0.06506059930106328,94143000,112368348.0
2017,GSW,NBA,383351,barnema02,0.004072007477985618,94143000,112368348.0
2018,SAC,NBA,2133542,barnema02,0.02153070348056876,99093000,115455294.0
2019,SAC,NBA,2133542,barnema02,0.02094397706858809,101869000,116573245.0
2020,SAC,NBA,2133541,barnema02,0.019548662268645777,109140000,123384194.0
2022,TOR,NBA,7280400,barnesc01,0.06476417528065899,112414000,112414000.0
2005,HOU,NBA,385277,barrean01,0.008782242990654205,43870000,65719039.0
2007,CHI,NBA,744551,barrean01,0.014012440011291993,53135000,74973988.0
2020,NYK,NBA,7839960,barrerj01,0.07183397471137988,109140000,123384194.0
2021,NYK,NBA,8231760,barrerj01,0.0754238592633315,109140000,117838496.0
2022,NYK,NBA,8623920,barrerj01,0.07671571156617503,112414000,112414000.0
1991,OKC,NBA,500000,barroda01,0.04211945076236206,11871000,25499592.0
1992,OKC,NBA,500000,barroda01,0.04,12500000,26061180.0
1993,OKC,NBA,500000,barroda01,0.03571428571428571,14000000,28354756.0
1994,PHI,NBA,750000,barroda01,0.04942339373970346,15175000,29954782.0
1995,PHI,NBA,937500,barroda01,0.05872588323728389,15964000,30651995.0
1996,BOS,NBA,3300000,barroda01,0.14347826086956522,23000000,42906004.0
1997,BOS,NBA,3400000,barroda01,0.13955588392234125,24363000,44402880.0
1998,BOS,NBA,3400000,barroda01,0.12639405204460966,26900000,48285994.0
1999,BOS,NBA,3500000,barroda01,0.11666666666666667,30000000,52688773.0
2000,BOS,NBA,3500000,barroda01,0.10294117647058823,34000000,57763864.0
2001,DET,NBA,3700000,barroda01,0.10422535211267606,35500000,58657395.0
2002,DET,NBA,1600000,barroda01,0.03764705882352941,42500000,69132284.0
2006,MIA,NBA,398762,barroea01,0.00805579797979798,49500000,71839551.0
2007,MIA,NBA,744551,barroea01,0.014012440011291993,53135000,74973988.0
2008,MIA,NBA,973328,barroea01,0.017496458745281322,55630000,75594893.0
2011,PHX,NBA,188558,barroea01,0.0032485355936875474,58044000,75491545.0
2012,GSW,NBA,185588,barroea01,0.003197367514299497,58044000,73970553.0
2013,WAS,NBA,358600,barroea01,0.006178071807594239,58044000,72903264.0
2015,PHX,NBA,107676,barroea01,0.0017073812732894633,63065000,77841847.0
1996,LAC,NBA,833000,barrybr01,0.036217391304347826,23000000,42906004.0
1997,LAC,NBA,958000,barrybr01,0.03932192258753027,24363000,44402880.0
1998,LAC,NBA,1082520,barrybr01,0.04024237918215613,26900000,48285994.0
1999,CHI,NBA,3600000,barrybr01,0.12,30000000,52688773.0
2000,OKC,NBA,3960000,barrybr01,0.11647058823529412,34000000,57763864.0
2001,OKC,NBA,4320000,barrybr01,0.12169014084507042,35500000,58657395.0
2002,OKC,NBA,4680000,barrybr01,0.11011764705882353,42500000,69132284.0
2003,OKC,NBA,5040000,barrybr01,0.12515209455936033,40271000,64048956.0
2004,OKC,NBA,5400000,barrybr01,0.12317518248175183,43840000,67907202.0
2005,SAS,NBA,4264900,barrybr01,0.0972167768406656,43870000,65719039.0
2006,SAS,NBA,4691390,barrybr01,0.09477555555555556,49500000,71839551.0
2007,SAS,NBA,5117880,barrybr01,0.09631843417709608,53135000,74973988.0
2008,OKC,NBA,5544370,barrybr01,0.09966510875426927,55630000,75594893.0
2009,HOU,NBA,1910000,barrybr01,0.0325494205862304,58680000,80023973.0
2010,HOU,NBA,2062800,barrybr01,0.03575043327556326,57700000,77414680.0
1999,OKC,NBA,350000,barrydr01,0.011666666666666667,30000000,52688773.0
2000,GSW,NBA,62765,barrydr01,0.0018460294117647058,34000000,57763864.0
1993,MIL,NBA,500000,barryjo01,0.03571428571428571,14000000,28354756.0
1994,MIL,NBA,650000,barryjo01,0.042833607907743,15175000,29954782.0
1995,MIL,NBA,800000,barryjo01,0.05011275369581558,15964000,30651995.0
1996,GSW,NBA,275000,barryjo01,0.011956521739130435,23000000,42906004.0
1997,ATL,NBA,247500,barryjo01,0.010158847432582194,24363000,44402880.0
1998,LAL,NBA,272500,barryjo01,0.010130111524163569,26900000,48285994.0
1999,SAC,NBA,600000,barryjo01,0.02,30000000,52688773.0
2000,SAC,NBA,800000,barryjo01,0.023529411764705882,34000000,57763864.0
2001,SAC,NBA,2730000,barryjo01,0.07690140845070423,35500000,58657395.0
2002,DET,NBA,3175000,barryjo01,0.07470588235294118,42500000,69132284.0
2003,DET,NBA,3175000,barryjo01,0.0788408532194383,40271000,64048956.0
2004,DEN,NBA,3000000,barryjo01,0.06843065693430657,43840000,67907202.0
2005,ATL,NBA,1800000,barryjo01,0.041030316845224526,43870000,65719039.0
2006,HOU,NBA,1800000,barryjo01,0.03636363636363636,49500000,71839551.0
2013,POR,NBA,550000,bartowi01,0.009475570257046378,58044000,72903264.0
2014,POR,NBA,788872,bartowi01,0.013443855553093952,58679000,72519787.0
2015,DEN,NBA,915243,bartowi01,0.014512693252992944,63065000,77841847.0
2016,DEN,NBA,3333333,bartowi01,0.04761904285714286,70000000,85323721.0
2017,DEN,NBA,3533333,bartowi01,0.037531553062893686,94143000,112368348.0
2018,DEN,NBA,3533333,bartowi01,0.0356567366009708,99093000,115455294.0
2019,DEN,NBA,11830358,bartowi01,0.11613305323503716,101869000,116573245.0
2020,DEN,NBA,12776786,bartowi01,0.11706785779732454,109140000,123384194.0
2021,DEN,NBA,13723214,bartowi01,0.1257395455378413,109140000,117838496.0
2022,DEN,NBA,15625000,bartowi01,0.13899514295372462,112414000,112414000.0
2006,CHI,NBA,398762,basdeed01,0.00805579797979798,49500000,71839551.0
2006,NOP,NBA,398762,bassbr01,0.00805579797979798,49500000,71839551.0
2007,NOP,NBA,664209,bassbr01,0.01250040462971676,53135000,74973988.0
2008,DAL,NBA,770610,bassbr01,0.01385241776020133,55630000,75594893.0
2009,DAL,NBA,826269,bassbr01,0.014080930470347648,58680000,80023973.0
2010,ORL,NBA,4000000,bassbr01,0.06932409012131716,57700000,77414680.0
2011,ORL,NBA,4000000,bassbr01,0.06891323823306457,58044000,75491545.0
2012,BOS,NBA,4250000,bassbr01,0.07322031562263111,58044000,73970553.0
2013,BOS,NBA,6000000,bassbr01,0.10336985734959686,58044000,72903264.0
2014,BOS,NBA,6450000,bassbr01,0.10992007362088652,58679000,72519787.0
2015,BOS,NBA,6900000,bassbr01,0.10941092523586776,63065000,77841847.0
2016,LAL,NBA,3000000,bassbr01,0.04285714285714286,70000000,85323721.0
2017,LAC,NBA,1551659,bassbr01,0.016481937053206292,94143000,112368348.0
2022,PHI,NBA,925258,bassech01,0.008230807550660949,112414000,112414000.0
2022,PHX,NBA,106352,basspa01,0.0009460743323785294,112414000,112414000.0
2000,CHI,NBA,20000,bastoma01,0.000588235294117647,34000000,57763864.0
2001,MIL,NBA,423500,bastoma01,0.011929577464788732,35500000,58657395.0
2007,IND,NBA,744551,bastoma01,0.014012440011291993,53135000,74973988.0
2008,TOR,NBA,1830000,bastoma01,0.032895919467912996,55630000,75594893.0
2009,IND,NBA,2272860,bastoma01,0.038733128834355826,58680000,80023973.0
2003,SAS,NBA,512453,bateeme01,0.012725112363735691,40271000,64048956.0
2004,TOR,NBA,636679,bateeme01,0.014522787408759124,43840000,67907202.0
2019,MIN,NBA,838464,bateske01,0.008230806231532654,101869000,116573245.0
2020,DEN,NBA,1416852,bateske01,0.012981968114348543,109140000,123384194.0
2021,SAS,NBA,0,bateske01,0.0,109140000,117838496.0
2022,SAS,NBA,1729217,bateske01,0.015382576903232694,112414000,112414000.0
2006,ATL,NBA,398762,batises01,0.00805579797979798,49500000,71839551.0
2007,ATL,NBA,664209,batises01,0.01250040462971676,53135000,74973988.0
2003,MEM,NBA,349458,batismi01,0.008677658861215267,40271000,64048956.0
2002,MEM,NBA,2203080,battish01,0.051837176470588234,42500000,69132284.0
2003,MEM,NBA,2368200,battish01,0.058806585384023245,40271000,64048956.0
2004,MEM,NBA,2533440,battish01,0.05778832116788321,43840000,67907202.0
2005,MEM,NBA,3212402,battish01,0.07322548438568498,43870000,65719039.0
2006,MEM,NBA,4903000,battish01,0.09905050505050506,49500000,71839551.0
2007,HOU,NBA,5393300,battish01,0.10150183494871554,53135000,74973988.0
2008,HOU,NBA,5883600,battish01,0.10576307747618191,55630000,75594893.0
2009,HOU,NBA,6448900,battish01,0.10989945466939333,58680000,80023973.0
2010,HOU,NBA,6864200,battish01,0.11896360485268631,57700000,77414680.0
2011,MEM,NBA,7354500,battish01,0.12670560264626834,58044000,75491545.0
2012,MIA,NBA,3000000,battish01,0.05168492867479843,58044000,73970553.0
2013,MIA,NBA,3135000,battish01,0.054010750465164355,58044000,72903264.0
2014,MIA,NBA,3270000,battish01,0.05572692104500759,58679000,72519787.0
1998,DEN,NBA,1946880,battito01,0.07237472118959108,26900000,48285994.0
1999,BOS,NBA,2238000,battito01,0.0746,30000000,52688773.0
2000,BOS,NBA,2530920,battito01,0.07443882352941177,34000000,57763864.0
2001,BOS,NBA,3200000,battito01,0.09014084507042254,35500000,58657395.0
2002,BOS,NBA,3600000,battito01,0.08470588235294117,42500000,69132284.0
2003,BOS,NBA,4000000,battito01,0.0993270591740955,40271000,64048956.0
2004,CLE,NBA,4400000,battito01,0.10036496350364964,43840000,67907202.0
2005,ORL,NBA,4800000,battito01,0.10941417825393207,43870000,65719039.0
2006,ORL,NBA,5200000,battito01,0.10505050505050505,49500000,71839551.0
2007,ORL,NBA,5746000,battito01,0.10813964430224898,53135000,74973988.0
2008,ORL,NBA,5200000,battito01,0.09347474384325004,55630000,75594893.0
2009,ORL,NBA,5746000,battito01,0.09792092706203136,58680000,80023973.0
2010,BKN,NBA,6292000,battito01,0.10904679376083189,57700000,77414680.0
2011,PHI,NBA,1352181,battito01,0.02329579284680587,58044000,75491545.0
2012,PHI,NBA,1352181,battito01,0.02329579284680587,58044000,73970553.0
1986,ATL,NBA,70000,battljo01,0.01653673517599811,4233000,11298280.0
1988,ATL,NBA,100000,battljo01,0.016223231667748216,6164000,15248702.0
1989,ATL,NBA,350000,battljo01,0.04839601769911504,7232000,17069461.0
1991,ATL,NBA,590000,battljo01,0.04970095189958723,11871000,25499592.0
1992,CLE,NBA,700000,battljo01,0.056,12500000,26061180.0
1993,CLE,NBA,910000,battljo01,0.065,14000000,28354756.0
1994,CLE,NBA,1120000,battljo01,0.07380560131795717,15175000,29954782.0
1995,CLE,NBA,1330000,battljo01,0.08331245301929341,15964000,30651995.0
1991,DEN,NBA,350000,battlke01,0.029483615533653442,11871000,25499592.0
1993,BOS,NBA,140000,battlke01,0.01,14000000,28354756.0
2009,POR,NBA,1040640,batumni01,0.017734151329243355,58680000,80023973.0
2010,POR,NBA,1118760,batumni01,0.019389254766031195,57700000,77414680.0
2011,POR,NBA,1196760,batumni01,0.02061815174695059,58044000,75491545.0
2012,POR,NBA,2155365,batumni01,0.0371332954310523,58044000,73970553.0
2013,POR,NBA,10850000,batumni01,0.18692715870718765,58044000,72903264.0
2014,POR,NBA,11295250,batumni01,0.19249220334361528,58679000,72519787.0
2015,POR,NBA,11765500,batumni01,0.18656148418298582,63065000,77841847.0
2016,CHA,NBA,12235750,batumni01,0.17479642857142857,70000000,85323721.0
2017,CHA,NBA,20869566,batumni01,0.221679423855199,94143000,112368348.0
2018,CHA,NBA,22434783,batumni01,0.22640128969755685,99093000,115455294.0
2019,CHA,NBA,24000000,batumni01,0.2355966977196203,101869000,116573245.0
2020,CHA,NBA,25565217,batumni01,0.2342424134139637,109140000,123384194.0
2021,CHA,NBA,8856969,batumni01,0.0811523639362287,109140000,117838496.0
2021,LAC,NBA,1620564,batumni01,0.014848488180318857,109140000,117838496.0
2022,CHA,NBA,8856969,batumni01,0.07878884302666928,112414000,112414000.0
2022,LAC,NBA,3170029,batumni01,0.028199592577436976,112414000,112414000.0
2003,CHI,NBA,349458,baxtelo01,0.008677658861215267,40271000,64048956.0
2004,TOR,NBA,636679,baxtelo01,0.014522787408759124,43840000,67907202.0
2005,NOP,NBA,542475,baxtelo01,0.012365511739229541,43870000,65719039.0
2006,HOU,NBA,745248,baxtelo01,0.015055515151515151,49500000,71839551.0
2009,POR,NBA,1993560,bayleje01,0.03397341513292434,58680000,80023973.0
2010,POR,NBA,2143080,bayleje01,0.037141767764298096,57700000,77414680.0
2011,TOR,NBA,2292600,bayleje01,0.03949762249328096,58044000,75491545.0
2012,TOR,NBA,3042280,bayleje01,0.05241334160292192,58044000,73970553.0
2013,MEM,NBA,3000000,bayleje01,0.05168492867479843,58044000,72903264.0
2014,MEM,NBA,3135000,bayleje01,0.05342626834131461,58679000,72519787.0
2015,MIL,NBA,3000000,bayleje01,0.047569967493855544,63065000,77841847.0
2016,MIL,NBA,3000000,bayleje01,0.04285714285714286,70000000,85323721.0
2017,PHI,NBA,9424084,bayleje01,0.10010392700466311,94143000,112368348.0
2018,PHI,NBA,9000000,bayleje01,0.09082377160848899,99093000,115455294.0
2019,MIN,NBA,8575916,bayleje01,0.08418572873003563,101869000,116573245.0
2013,SAS,NBA,401170,baynear01,0.006911480945489629,58044000,72903264.0
2014,SAS,NBA,788872,baynear01,0.013443855553093952,58679000,72519787.0
2015,SAS,NBA,2077000,baynear01,0.032934274161579326,63065000,77841847.0
2016,DET,NBA,6500000,baynear01,0.09285714285714286,70000000,85323721.0
2017,DET,NBA,6500000,baynear01,0.06904390129908757,94143000,112368348.0
2018,BOS,NBA,4328000,baynear01,0.043676142613504484,99093000,115455294.0
2019,BOS,NBA,5193600,baynear01,0.05098312538652583,101869000,116573245.0
2020,PHX,NBA,5453280,baynear01,0.049965915338097855,109140000,123384194.0
2021,TOR,NBA,7000000,baynear01,0.06413780465457211,109140000,117838496.0
1995,ATL,NBA,168000,bazarse01,0.010523678276121273,15964000,30651995.0
2013,GSW,NBA,473604,bazemke01,0.00815939632003308,58044000,72903264.0
2014,GSW,NBA,788872,bazemke01,0.013443855553093952,58679000,72519787.0
2015,ATL,NBA,2000000,bazemke01,0.03171331166257036,63065000,77841847.0
2016,ATL,NBA,2000000,bazemke01,0.02857142857142857,70000000,85323721.0
2017,ATL,NBA,15730338,bazemke01,0.16708983142665945,94143000,112368348.0
2018,ATL,NBA,16910113,bazemke01,0.1706489156650823,99093000,115455294.0
2019,ATL,NBA,18089887,bazemke01,0.1775799016383787,101869000,116573245.0
2020,SAC,NBA,19269662,bazemke01,0.17655911673080446,109140000,123384194.0
2021,GSW,NBA,1620564,bazemke01,0.014848488180318857,109140000,117838496.0
2022,LAL,NBA,2401537,bazemke01,0.021363326631914176,112414000,112414000.0
2020,OKC,NBA,2284800,bazleda01,0.020934579439252338,109140000,123384194.0
2021,OKC,NBA,2399160,bazleda01,0.021982407916437602,109140000,117838496.0
2022,OKC,NBA,2513040,bazleda01,0.0223552226590994,112414000,112414000.0
2013,WAS,NBA,4133280,bealbr01,0.07120942733099028,58044000,72903264.0
2014,WAS,NBA,4319280,bealbr01,0.07360861637042213,58679000,72519787.0
2015,WAS,NBA,4505280,bealbr01,0.0714386743835725,63065000,77841847.0
2016,WAS,NBA,5694674,bealbr01,0.08135248571428572,70000000,85323721.0
2017,WAS,NBA,22116750,bealbr01,0.23492718523947612,94143000,112368348.0
2018,WAS,NBA,23775506,bealbr01,0.2399312363133622,99093000,115455294.0
2019,WAS,NBA,25434262,bealbr01,0.24967617233898437,101869000,116573245.0
2020,WAS,NBA,25399705,bealbr01,0.23272590251053693,109140000,123384194.0
2021,WAS,NBA,28751774,bealbr01,0.2634393806120579,109140000,117838496.0
2022,WAS,NBA,33724200,bealbr01,0.3,112414000,112414000.0
2004,MIA,NBA,366931,beaslje01,0.008369776459854015,43840000,67907202.0
2005,MIA,NBA,620046,beaslje01,0.014133713243674493,43870000,65719039.0
2017,DEN,NBA,1627320,beaslma01,0.017285618686466334,94143000,112368348.0
2018,DEN,NBA,1700640,beaslma01,0.017162059883140082,99093000,115455294.0
2019,DEN,NBA,1773840,beaslma01,0.017412951928457137,101869000,116573245.0
2020,MIN,NBA,2731714,beaslma01,0.02502944841487997,109140000,123384194.0
2021,MIN,NBA,13425895,beaslma01,0.12301534726039949,109140000,117838496.0
2022,MIN,NBA,14391964,beaslma01,0.12802643798815094,112414000,112414000.0
2009,MIA,NBA,4314960,beaslmi01,0.07353374233128834,58680000,80023973.0
2010,MIA,NBA,4638600,beaslmi01,0.08039168110918544,57700000,77414680.0
2011,MIN,NBA,4962240,beaslmi01,0.08549100682241058,58044000,75491545.0
2012,MIN,NBA,6262347,beaslmi01,0.1078896526772793,58044000,73970553.0
2013,PHX,NBA,5750000,beaslmi01,0.09906277996003032,58044000,72903264.0
2014,PHX,NBA,4666667,beaslmi01,0.07952874111692429,58679000,72519787.0
2014,MIA,NBA,1027424,beaslmi01,0.01750922817362259,58679000,72519787.0
2015,PHX,NBA,777778,beaslmi01,0.012332958059145326,63065000,77841847.0
2015,MIA,NBA,330226,beaslmi01,0.005236280028541981,63065000,77841847.0
2016,HOU,NBA,306527,beaslmi01,0.004378957142857143,70000000,85323721.0
2017,MIL,NBA,1403611,beaslmi01,0.014909350668663628,94143000,112368348.0
2017,PHX,NBA,777777,beaslmi01,0.008261655141646219,94143000,112368348.0
2018,NYK,NBA,1471382,beaslmi01,0.014848495857426862,99093000,115455294.0
2019,LAC,NBA,3500000,beaslmi01,0.03435785175077796,101869000,116573245.0
2010,DAL,NBA,1075440,beaubro01,0.01863847487001733,57700000,77414680.0
2011,DAL,NBA,1156080,beaubro01,0.01991730411412032,58044000,75491545.0
2012,DAL,NBA,1236720,beaubro01,0.021306594996898905,58044000,73970553.0
2013,DAL,NBA,2227333,beaubro01,0.0383731824133416,58044000,72903264.0
1998,CHA,NBA,272250,beckco01,0.01012081784386617,26900000,48285994.0
1999,CHA,NBA,425000,beckco01,0.014166666666666666,30000000,52688773.0
1988,DET,NBA,637500,bedfowi01,0.10342310188189488,6164000,15248702.0
1989,DET,NBA,687500,bedfowi01,0.09506360619469026,7232000,17069461.0
1991,DET,NBA,850000,bedfowi01,0.0716030662960155,11871000,25499592.0
1992,DET,NBA,900000,bedfowi01,0.072,12500000,26061180.0
1993,WAS,NBA,925000,bedfowi01,0.06607142857142857,14000000,28354756.0
2008,GSW,NBA,1345800,belinma01,0.024191982743124212,55630000,75594893.0
2009,GSW,NBA,1446720,belinma01,0.02465439672801636,58680000,80023973.0
2010,TOR,NBA,1547640,belinma01,0.02682218370883882,57700000,77414680.0
2011,NOP,NBA,2380270,belinma01,0.041008028392254155,58044000,75491545.0
2012,NOP,NBA,3377604,belinma01,0.058190407277237954,58044000,73970553.0
2013,CHI,NBA,1957000,belinma01,0.03371580180552684,58044000,72903264.0
2014,SAS,NBA,2750000,belinma01,0.04686514766781983,58679000,72519787.0
2015,SAS,NBA,2873750,belinma01,0.04556806469515579,63065000,77841847.0
2016,SAC,NBA,6333333,belinma01,0.09047618571428571,70000000,85323721.0
2017,CHA,NBA,6333333,belinma01,0.06727354131480832,94143000,112368348.0
2018,ATL,NBA,6306060,belinma01,0.06363779479882535,99093000,115455294.0
2018,PHI,NBA,776217,belinma01,0.007833217280736278,99093000,115455294.0
2019,SAS,NBA,6153846,belinma01,0.06040940816146227,101869000,116573245.0
2020,SAS,NBA,5846154,belinma01,0.05356564046179219,109140000,123384194.0
2002,PHX,NBA,89292,bellch01,0.0021009882352941178,42500000,69132284.0
2006,MIL,NBA,641748,bellch01,0.01296460606060606,49500000,71839551.0
2007,MIL,NBA,744551,bellch01,0.014012440011291993,53135000,74973988.0
2008,MIL,NBA,3100000,bellch01,0.055725328060399065,55630000,75594893.0
2009,MIL,NBA,3354480,bellch01,0.05716564417177914,58680000,80023973.0
2010,MIL,NBA,3596000,bellch01,0.06232235701906413,57700000,77414680.0
2011,GSW,NBA,4447792,bellch01,0.07662793742677969,58044000,75491545.0
2012,GSW,NBA,4099920,bellch01,0.07063469092412653,58044000,73970553.0
2018,GSW,NBA,815615,belljo01,0.008230803386717528,99093000,115455294.0
2019,GSW,NBA,1378242,belljo01,0.013529552660770204,101869000,116573245.0
2020,MEM,NBA,1620564,belljo01,0.014848488180318857,109140000,123384194.0
2020,CLE,NBA,250000,belljo01,0.0022906358805204327,109140000,123384194.0
2021,LAL,NBA,580062,belljo01,0.005314843320505773,109140000,117838496.0
2021,WAS,NBA,221996,belljo01,0.0020340480117280557,109140000,117838496.0
2021,GSW,NBA,0,belljo01,0.0,109140000,117838496.0
2022,CHI,NBA,102831,belljo01,0.0009147526108847652,112414000,112414000.0
2002,PHI,NBA,540850,bellra01,0.012725882352941177,42500000,69132284.0
2003,DAL,NBA,612435,bellra01,0.015207841871321796,40271000,64048956.0
2004,UTA,NBA,688679,bellra01,0.015708918795620436,43840000,67907202.0
2005,UTA,NBA,1320000,bellra01,0.03008889901983132,43870000,65719039.0
2006,PHX,NBA,4250000,bellra01,0.08585858585858586,49500000,71839551.0
2007,PHX,NBA,4500000,bellra01,0.0846899407170415,53135000,74973988.0
2008,PHX,NBA,4750000,bellra01,0.0853855833183534,55630000,75594893.0
2009,CHA,NBA,5000000,bellra01,0.08520790729379686,58680000,80023973.0
2010,GSW,NBA,5250000,bellra01,0.09098786828422877,57700000,77414680.0
2011,UTA,NBA,3000000,bellra01,0.05168492867479843,58044000,75491545.0
2012,UTA,NBA,3240000,bellra01,0.05581972296878231,58044000,73970553.0
2013,UTA,NBA,3480000,bellra01,0.059954517262766176,58044000,72903264.0
2004,MEM,NBA,1285440,belltr01,0.02932116788321168,43840000,67907202.0
2005,MEM,NBA,1381920,belltr01,0.03150034191930704,43870000,65719039.0
2006,MEM,NBA,1478280,belltr01,0.029864242424242425,49500000,71839551.0
2017,ATL,NBA,1499760,bembrde01,0.015930658678818394,94143000,112368348.0
2018,ATL,NBA,1567200,bembrde01,0.015815446096091552,99093000,115455294.0
