season,team,Pre-Season,Post-Reg_Season,Mean,Median,Min,Max,winner
1971,PHI,1482.061,1499.485,1491.172236585366,1495.59665,1445.1343,1495.59665,UTS
1971,CLE,1300.0,1197.2899,1188.566342682927,1191.3294,1126.8462,1191.3294,UTS
1971,CIN,1433.8118,1365.7717,1386.7169268292682,1390.18165,1335.6013,1390.18165,UTS
1971,SEA,1476.8965,1431.0734,1425.095481707317,1428.9345,1360.3386,1428.9345,UTS
1971,DET,1407.3827,1385.1799,1461.3269085365855,1462.2491,1375.6442,1462.2491,UTS
1971,BAL,1527.3826,1433.5361,1494.5260048780488,1501.63895,1427.3822,1501.63895,UTS
1971,UTS,1454.6614,1556.6853,1545.3189571428572,1548.8359,1474.0219,1548.8359,UTS
1971,DNR,1494.6362,1344.7765,1376.3787047619048,1366.9133499999998,1312.3038,1366.9133499999998,UTS
1971,BUF,1300.0,1211.3181,1234.9885853658536,1231.1516000000001,1162.4647,1231.1516000000001,UTS
1971,CAR,1397.1537,1314.2708,1344.7441047619047,1348.10305,1269.0551,1348.10305,UTS
1971,FLO,1282.517,1387.6483,1331.843554761905,1330.6968000000002,1286.9999,1330.6968000000002,UTS
1971,PHO,1454.834,1511.3397,1493.304542682927,1496.5414,1429.5713,1496.5414,UTS
1971,NYA,1396.2073,1413.4241,1390.8197880952382,1383.03355,1350.4753,1383.03355,UTS
1971,INA,1509.3851,1569.439,1538.9727357142856,1537.6201,1493.1815,1537.6201,UTS
1971,KEN,1416.8268,1389.8279,1427.0904047619047,1420.46315,1386.8403,1420.46315,UTS
1971,PTC,1340.5963,1390.4498,1340.274319047619,1336.33685,1297.2014,1336.33685,UTS
1971,LAL,1540.4281,1480.7465,1543.2134536585368,1548.85405,1475.7781,1548.85405,UTS
1971,POR,1300.0,1313.7335,1283.0768853658537,1283.9245500000002,1235.7192,1283.9245500000002,UTS
1971,SFW,1372.3303,1415.7715,1428.1237914634146,1426.3494500000002,1356.9191,1426.3494500000002,UTS
1971,ATL,1501.8033,1473.9324,1404.576137804878,1399.78115,1339.8369,1399.78115,UTS
1971,VIR,1443.7407,1492.1665,1502.497173809524,1500.61535,1449.8564,1500.61535,UTS
1971,MIL,1552.1746,1688.6331,1666.1442963414636,1666.343,1559.4125,1666.343,UTS
1971,TEX,1438.2471,1358.6803,1380.3218047619048,1388.6276,1290.355,1388.6276,UTS
1971,MMP,1429.7007,1386.3038,1417.800336904762,1415.97975,1378.8021,1415.97975,UTS
1972,CHI,1527.4053,1608.771,1581.4969865853657,1592.42985,1487.9839,1592.42985,INA
1972,PHI,1477.2615,1353.6742,1410.0410695121952,1398.63385,1353.2097,1398.63385,INA
1972,SEA,1449.5551,1462.1215,1506.9733951219512,1505.42675,1462.1215,1505.42675,INA
1972,ATL,1469.4886,1455.8588,1396.7263670731706,1392.3203,1354.3123,1392.3203,INA
1972,DET,1415.135,1278.8495,1345.4299207317074,1333.7277,1274.9523,1333.7277,INA
1972,CIN,1400.5789,1401.92,1353.4101658536586,1352.9497999999999,1281.8351,1352.9497999999999,INA
1972,BUF,1284.7385,1224.9694,1256.9976658536586,1256.46495,1199.0614,1256.46495,INA
1972,NYK,1511.8906,1469.9083,1529.8060109756098,1536.58075,1469.9083,1536.58075,INA
1972,DNR,1381.1998,1402.7225,1387.419963095238,1388.36395,1358.3585,1388.36395,INA
1972,UTS,1564.4246,1603.7573,1570.492026190476,1572.03845,1524.9045,1572.03845,INA
1972,MMP,1408.1165,1260.14,1358.8719273809522,1374.5407500000001,1260.14,1374.5407500000001,INA
1972,MIL,1670.296,1700.4111,1708.5286146341464,1708.94355,1679.9667,1708.94355,INA
1972,FLO,1405.4296,1391.5839,1400.8787,1397.6898,1363.2866,1397.6898,INA
1972,HOU,1499.3534,1458.6055,1430.7612512195124,1436.3260500000001,1361.6356,1436.3260500000001,INA
1972,PHO,1509.7548,1567.1384,1548.223906097561,1560.39565,1477.4675,1560.39565,INA
1972,CLE,1274.2174,1236.835,1257.7275134146341,1257.5327499999999,1194.5974,1257.5327499999999,INA
1972,PTC,1419.0874,1222.6328,1334.094875,1337.96675,1219.2795,1337.96675,INA
1972,VIR,1476.0161,1438.3517,1473.2744833333334,1473.9944999999998,1422.8278,1473.9944999999998,INA
1972,GSW,1433.9681,1545.3402,1496.8230426829268,1498.85395,1418.4089,1498.85395,INA
1972,LAL,1496.4675,1717.2733,1682.1463280487806,1711.96405,1520.5177,1711.96405,INA
1972,DLC,1379.7097,1488.7419,1408.8049154761904,1403.3031,1358.4504,1403.3031,INA
1972,CAR,1361.9531,1419.6327,1357.6697202380954,1357.9276,1311.5552,1357.9276,INA
1972,BAL,1489.9912,1436.0204,1436.2333853658538,1436.22875,1370.9111,1436.22875,INA
1972,BOS,1490.9863,1570.4719,1548.5254975609757,1555.9697,1462.48,1555.9697,INA
1972,POR,1361.5502,1274.4697,1269.0819012195122,1268.0111000000002,1212.708,1268.0111000000002,INA
1972,INA,1553.4363,1489.6921,1526.121217857143,1526.103,1486.217,1526.103,INA
1972,NYA,1432.0029,1469.6281,1433.645636904762,1432.1203500000001,1394.3884,1432.1203500000001,INA
1972,KEN,1460.1284,1654.6212,1588.2684892857142,1621.43805,1453.7202,1621.43805,INA
1973,SEA,1472.8411,1345.9271,1374.1985829268294,1363.1516,1328.4558,1363.1516,INA
1973,PHI,1391.5056,1183.6753,1240.8402146341464,1220.7093,1160.3579,1220.7093,INA
1973,ATL,1460.2698,1505.8524,1478.044018292683,1472.69695,1446.8026,1472.69695,INA
1973,BAL,1428.6981,1528.1451,1506.3554207317072,1498.9166,1439.2941,1498.9166,INA
1973,BUF,1294.9771,1205.1686,1259.733593902439,1262.21755,1205.1686,1262.21755,INA
1973,CHI,1563.6598,1552.4553,1561.3352341463415,1565.8296500000001,1494.3108,1565.8296500000001,INA
1973,CLE,1303.8762,1402.9534,1356.0896804878048,1365.615,1272.724,1365.615,INA
1973,NYK,1551.42,1587.3121,1617.1526780487804,1619.2316999999998,1560.0063,1619.2316999999998,INA
1973,LAL,1670.6462,1641.7327,1658.2822768292685,1655.8781,1616.1781,1655.8781,INA
1973,BOS,1523.0468,1712.8502,1642.2238390243901,1655.75875,1531.6675,1655.75875,INA
1973,DET,1335.3871,1494.1095,1409.2917280487807,1410.03355,1324.6262,1410.03355,INA
1973,KCO,1427.6901,1416.5073,1422.3644621951219,1424.5117,1374.0803,1424.5117,INA
1973,DNR,1436.9208,1530.6357,1493.5438916666667,1484.8063,1433.0869,1484.8063,INA
1973,INA,1522.8459,1554.1034,1521.9384761904762,1521.596,1469.2278,1521.596,INA
1973,CAR,1440.9745,1547.9441,1548.2847095238094,1560.4287,1455.3428,1560.4287,INA
1973,MMT,1321.355,1314.2313,1329.0288678571428,1332.7718,1279.777,1332.7718,INA
1973,UTS,1570.6301,1562.3885,1572.7702202380951,1576.8470000000002,1500.5249,1576.8470000000002,INA
1973,VIR,1487.1292,1458.7913,1462.6845142857144,1462.2689,1441.0917,1462.2689,INA
1973,MIL,1664.8403,1704.601,1662.7565658536585,1666.3456,1621.142,1666.3456,INA
1973,HOU,1470.2041,1425.2418,1434.0918914634146,1436.12535,1381.0115,1436.12535,INA
1973,KEN,1576.2565,1650.5253,1577.0664285714283,1582.2719000000002,1505.9503,1582.2719000000002,INA
1973,PHO,1551.6038,1445.2908,1488.1467231707318,1487.4151000000002,1421.8705,1487.4151000000002,INA
1973,POR,1332.1023,1311.1959,1306.2928073170733,1306.41165,1282.2932,1306.41165,INA
1973,NYA,1496.6952,1325.072,1395.4388083333333,1376.3714,1321.2795,1376.3714,INA
1973,SDA,1300.0,1350.043,1326.448486904762,1327.8155000000002,1285.3325,1327.8155000000002,INA
1973,DLC,1478.0161,1337.0886,1398.4064821428572,1404.6903499999999,1305.3939,1404.6903499999999,INA
1973,GSW,1525.4604,1505.2098,1560.2702402439024,1559.0378,1505.2098,1559.0378,INA
1974,ATL,1512.9022,1408.1311,1445.1143890243902,1454.3267,1340.3027,1454.3267,BOS
1974,BUF,1280.1265,1504.6309,1402.302775609756,1394.087,1281.0948,1394.087,BOS
1974,CHI,1545.3572,1570.0944,1582.6887719512197,1589.1846,1526.5151,1589.1846,BOS
1974,NYK,1634.3186,1552.118,1578.8804890243903,1580.3381,1526.1581,1580.3381,BOS
1974,DET,1496.8322,1563.0127,1581.1771707317073,1580.7102,1495.4525,1580.7102,BOS
1974,LAL,1605.6609,1549.1097,1533.9109439024392,1524.7428,1474.6169,1524.7428,BOS
1974,HOU,1445.1814,1448.4006,1427.660719512195,1427.7316,1380.6042,1427.7316,BOS
1974,CAP,1508.8882,1507.2502,1514.3132780487806,1518.2339499999998,1456.5817,1518.2339499999998,BOS
1974,NYA,1367.3884,1596.1471,1525.534820238095,1563.24315,1363.6758,1563.24315,BOS
1974,MMT,1361.9235,1296.172,1322.9553273809524,1305.1129500000002,1259.5222,1305.1129500000002,BOS
1974,KCO,1438.6305,1439.8931,1392.4862219512195,1400.67965,1306.1991,1400.67965,BOS
1974,PHI,1264.0065,1314.8176,1298.2206158536585,1300.4991,1251.5258,1300.4991,BOS
1974,PHO,1460.218,1406.7894,1403.827837804878,1405.23085,1356.7681,1405.23085,BOS
1974,INA,1573.9141,1557.172,1510.0248130952382,1505.76145,1446.2874,1505.76145,BOS
1974,SAA,1379.0664,1527.0063,1445.8843,1454.1873,1344.1329,1454.1873,BOS
1974,UTS,1549.6277,1496.7058,1516.441282142857,1515.323,1438.4629,1515.323,BOS
1974,SDA,1375.2341,1447.1116,1405.6527273809525,1404.3904499999999,1354.1544,1404.3904499999999,BOS
1974,SEA,1385.6953,1430.2185,1406.5402951219512,1405.2273,1347.4678,1405.2273,BOS
1974,CAR,1543.4641,1484.6539,1564.7361226190474,1569.8584,1481.5033,1569.8584,BOS
1974,DNR,1508.626,1408.4258,1465.1450809523808,1456.75265,1391.9626,1456.75265,BOS
1974,VIR,1474.2318,1344.0057,1390.3942333333334,1393.0641,1341.2139,1393.0641,BOS
1974,BOS,1620.5313,1552.2445,1613.64851097561,1605.35785,1552.2445,1605.35785,BOS
1974,CLE,1428.4651,1382.1895,1361.7873134146341,1359.1776,1312.8979,1359.1776,BOS
1974,KEN,1602.1414,1578.2172,1585.022380952381,1582.7332999999999,1542.2344,1582.7332999999999,BOS
1974,MIL,1628.5555,1655.7587,1666.3327536585368,1667.50595,1615.312,1667.50595,BOS
1974,GSW,1507.405,1505.4125,1523.9933170731708,1528.9159,1455.5868,1528.9159,BOS
1974,POR,1359.647,1332.3499,1375.4561048780488,1391.8211999999999,1299.9849,1391.8211999999999,BOS
1975,SEA,1448.9138,1498.0566,1443.1147890243903,1442.05505,1393.9204,1442.05505,GSW
1975,NYK,1509.5298,1490.2013,1476.6914853658536,1473.76235,1420.0272,1473.76235,GSW
1975,PHO,1431.342,1375.6803,1431.9129536585367,1433.9146,1375.6803,1433.9146,GSW
1975,NOJ,1300.0,1339.5703,1261.5092585365853,1245.0091,1197.5253,1245.0091,GSW
1975,BOS,1610.8674,1674.1715,1630.6369609756096,1640.26825,1568.0603,1640.26825,GSW
1975,CHI,1528.5513,1538.5594,1529.8920158536587,1524.0084000000002,1491.0551,1524.0084000000002,GSW
1975,LAL,1518.7526,1368.851,1423.251118292683,1429.6129,1349.7921,1429.6129,GSW
1975,MIL,1617.6292,1488.5601,1521.617762195122,1523.41455,1473.1572,1523.41455,GSW
1975,PHI,1362.3633,1384.6808,1406.9391707317072,1404.09685,1365.953,1404.09685,GSW
1975,POR,1375.5125,1494.3107,1417.373618292683,1409.80655,1364.4526,1409.80655,GSW
1975,INA,1530.5701,1514.3588,1522.421776190476,1517.1178,1476.8251,1517.1178,GSW
1975,KEN,1551.3428,1639.098,1602.3926083333333,1603.44185,1552.8306,1603.44185,GSW
1975,NYA,1616.9631,1635.3083,1637.038013095238,1637.9287,1600.6648,1637.9287,GSW
1975,SSL,1469.531,1422.3926,1405.102879761905,1405.9171999999999,1354.0042,1405.9171999999999,GSW
1975,SAA,1524.4198,1575.3971,1568.2283142857143,1567.63435,1514.2588,1567.63435,GSW
1975,CLE,1412.8921,1441.0964,1450.3355036585365,1447.69145,1401.6404,1447.69145,GSW
1975,HOU,1462.5505,1448.3062,1480.9087841463415,1477.5245,1441.2819,1477.5245,GSW
1975,UTS,1522.7589,1469.2251,1465.347782142857,1469.2289,1425.0431,1469.2289,GSW
1975,MMS,1348.379,1363.9011,1328.1281642857143,1326.1078,1288.0264,1326.1078,GSW
1975,DNA,1425.7048,1652.4579,1594.4464333333333,1612.5873000000001,1420.1738,1612.5873000000001,GSW
1975,DET,1553.1836,1433.4695,1501.1582414634147,1515.0518499999998,1404.9087,1515.0518499999998,GSW
1975,GSW,1505.3093,1532.9969,1525.5224109756098,1526.2919000000002,1475.9944,1526.2919000000002,GSW
1975,ATL,1432.3484,1371.9117,1425.1435658536586,1429.28305,1371.9117,1429.28305,GSW
1975,BUF,1498.6223,1527.1384,1543.967293902439,1541.5435,1490.2106,1541.5435,GSW
1975,WSB,1513.5282,1641.1617,1593.279175609756,1591.09515,1516.7969,1591.09515,GSW
1975,VIR,1375.8262,1214.3492,1286.201944047619,1282.0533,1214.3492,1282.0533,GSW
1975,KCO,1456.1698,1489.3434,1485.6498182926828,1483.2783,1438.1935,1483.2783,GSW
1975,SDA,1448.7175,1327.7251,1405.3087892857143,1408.9242,1327.7251,1408.9242,GSW
1976,WSB,1597.1072,1560.1154,1551.5059719512196,1546.0054,1495.4351,1546.0054,BOS
1976,NYK,1477.3737,1471.4524,1457.378193902439,1459.0336,1399.5431,1459.0336,BOS
1976,ATL,1405.1838,1329.0712,1418.563642682927,1423.9991,1322.025,1423.9991,BOS
1976,KCK,1478.6543,1432.0297,1416.3773207317074,1417.9551999999999,1341.7391,1417.9551999999999,BOS
1976,LAL,1402.8882,1461.6145,1454.8335719512195,1455.9337,1404.8762,1455.9337,BOS
1976,NOJ,1380.9277,1469.8629,1430.8247243902438,1434.5567,1361.4342,1434.5567,BOS
1976,GSW,1577.8958,1610.4382,1635.8828451219513,1636.69025,1575.1359,1636.69025,BOS
1976,CLE,1457.0723,1549.7401,1517.0944963414634,1536.4580999999998,1429.1456,1536.4580999999998,BOS
1976,SDS,1372.0438,1365.5189,1366.247581818182,1365.5189,1352.8954,1365.5189,BOS
1976,VIR,1287.012,1284.5851,1267.4315253012048,1267.511,1222.0168,1267.511,BOS
1976,SSL,1478.7781,1449.8413,1452.267555952381,1450.3861,1416.8571,1450.3861,BOS
1976,CHI,1534.4712,1394.163,1411.5242414634147,1401.13505,1344.9641,1401.13505,BOS
1976,SEA,1479.5724,1524.5123,1473.8232134146342,1467.3227000000002,1418.6434,1467.3227000000002,BOS
1976,BOS,1609.6482,1531.8636,1597.59263902439,1601.0205999999998,1521.7961,1601.0205999999998,BOS
1976,DNA,1571.2092,1673.889,1645.0848345238094,1656.1932,1575.6388,1656.1932,BOS
1976,SAA,1537.1565,1613.8981,1582.8260321428572,1584.3933,1529.9652,1584.3933,BOS
1976,INA,1547.6575,1506.9294,1548.3402535714285,1541.0583000000001,1490.569,1541.0583000000001,BOS
1976,POR,1496.983,1451.9946,1466.9412134146341,1463.43525,1422.0558,1463.43525,BOS
1976,DET,1453.1448,1454.3816,1431.3027621951219,1431.12025,1374.0063,1431.12025,BOS
1976,NYA,1552.6863,1606.8821,1578.5864511904763,1580.3092,1532.3904,1580.3092,BOS
1976,PHI,1414.7606,1474.6603,1487.9287560975608,1488.4771,1424.3008,1488.4771,BOS
1976,HOU,1482.8175,1493.3021,1477.0400926829268,1476.92495,1444.3818,1476.92495,BOS
1976,KEN,1622.5918,1505.9714,1571.4056869047618,1569.6954,1502.8101,1569.6954,BOS
1976,UTS,1496.845,1458.4646,1462.2037249999998,1464.2248,1432.7786,1464.2248,BOS
1976,MIL,1492.67,1453.4108,1457.4194878048781,1455.89465,1421.5809,1455.89465,BOS
1976,PHO,1408.0103,1504.105,1461.2111170731707,1459.12385,1403.0786,1459.12385,BOS
1976,BUF,1526.8688,1509.3319,1522.259,1521.7071,1479.7275,1521.7071,BOS
1977,LAL,1472.4609,1567.5343,1553.9863975609758,1562.9609,1467.9218,1562.9609,POR
1977,BUF,1486.7612,1379.8448,1441.0204707317073,1426.9065999999998,1379.8448,1426.9065999999998,POR
1977,BOS,1558.2905,1489.6228,1507.3208548780487,1495.1264,1444.0807,1495.1264,POR
1977,HOU,1496.2266,1576.4414,1532.0512695121952,1519.4792,1485.5392,1519.4792,POR
1977,ATL,1373.0533,1409.9742,1379.6318,1370.5777,1320.8291,1370.5777,POR
1977,IND,1505.6881,1461.7488,1480.441051219512,1483.8092000000001,1424.1584,1483.8092000000001,POR
1977,MIL,1460.4243,1451.7966,1407.9152829268291,1412.5524500000001,1344.3928,1412.5524500000001,POR
1977,NYK,1479.8394,1531.8518,1493.8316792682926,1493.88895,1443.6444,1493.88895,POR
1977,SAS,1592.7972,1525.4425,1541.6816853658536,1541.39625,1510.8831,1541.39625,POR
1977,PHO,1520.9827,1485.8665,1501.7278402439024,1504.31195,1443.3385,1504.31195,POR
1977,DET,1473.9459,1474.3195,1504.2527853658535,1511.35125,1435.2095,1511.35125,POR
1977,DEN,1590.4141,1583.0458,1616.9660073170733,1619.60115,1577.3508,1619.60115,POR
1977,NYN,1586.6907,1290.3521,1422.930693902439,1378.0751500000001,1290.3521,1378.0751500000001,POR
1977,CHI,1421.8722,1611.4189,1462.8915280487804,1457.2451500000002,1342.0597,1457.2451500000002,POR
1977,CLE,1528.7767,1509.8645,1543.432774390244,1534.28775,1501.2703,1534.28775,POR
1977,GSW,1571.6816,1576.6942,1553.1330987804877,1554.76985,1519.9138,1554.76985,POR
1977,NOJ,1478.6472,1423.8608,1451.1554731707317,1444.12265,1371.7712,1444.12265,POR
1977,PHI,1493.9004,1599.5535,1571.0883487804879,1577.0726,1484.8849,1577.0726,POR
1977,WSB,1546.3663,1571.2329,1540.985031707317,1539.90275,1485.9275,1539.90275,POR
1977,KCK,1450.2722,1499.8823,1504.5463487804877,1501.72715,1437.8947,1501.72715,POR
1977,POR,1465.246,1573.3214,1557.4580743902438,1551.1258,1476.6681,1551.1258,POR
1977,SEA,1500.7897,1461.4575,1493.2818829268294,1494.3877499999999,1437.5159,1494.3877499999999,POR
1978,CLE,1508.0896,1524.0503,1501.5697524390243,1499.49465,1458.4895,1499.49465,WSB
1978,MIL,1465.0974,1525.5011,1484.5083951219513,1483.0635499999999,1455.5946,1483.0635499999999,WSB
1978,NYK,1525.1389,1502.9111,1511.783980487805,1515.7142,1462.8375,1515.7142,WSB
1978,PHO,1490.6499,1545.4957,1557.4846853658537,1557.98395,1496.7826,1557.98395,WSB
1978,DET,1471.2754,1460.9418,1466.0600914634147,1468.3809,1406.4475,1468.3809,WSB
1978,GSW,1561.1747,1563.1719,1521.7515353658537,1522.4052,1451.3768,1522.4052,WSB
1978,KCK,1501.1617,1451.5262,1462.3202219512195,1462.0806,1393.1875,1462.0806,WSB
1978,LAL,1539.4011,1599.1344,1550.174106097561,1543.15465,1446.1858,1543.15465,WSB
1978,NJN,1344.014,1397.8029,1327.6402134146342,1324.4547,1284.7627,1324.4547,WSB
1978,CHI,1575.0959,1439.7416,1535.310842682927,1547.7051000000001,1436.2301,1547.7051000000001,WSB
1978,DEN,1555.7769,1531.4719,1550.9867634146342,1554.7366499999998,1508.2725,1554.7366499999998,WSB
1978,HOU,1558.7733,1377.6984,1458.0764207317072,1457.7908000000002,1343.7128,1457.7908000000002,WSB
1978,PHI,1568.8616,1622.5049,1624.813463414634,1629.7604999999999,1558.6438,1629.7604999999999,WSB
1978,SAS,1507.2968,1604.5037,1558.7264134146342,1538.8557,1493.2535,1538.8557,WSB
1978,IND,1472.5615,1430.5283,1444.2032914634146,1449.1017499999998,1380.8762,1449.1017499999998,WSB
1978,BUF,1411.1337,1362.5,1407.9990682926828,1410.8539999999998,1360.8257,1410.8539999999998,WSB
1978,BOS,1504.3735,1454.5699,1455.1330670731707,1462.04115,1398.5137,1462.04115,WSB
1978,SEA,1472.3431,1584.1099,1505.524912195122,1528.6338500000002,1403.1167,1528.6338500000002,WSB
1978,NOJ,1444.1456,1471.8951,1451.6864085365853,1451.59465,1399.3732,1451.59465,WSB
1978,WSB,1545.8469,1527.3229,1540.311324390244,1535.72275,1494.9745,1535.72275,WSB
1978,POR,1612.9031,1557.6886,1680.7892024390244,1702.4256,1541.7203,1702.4256,WSB
1978,ATL,1433.7307,1533.7749,1478.2112658536585,1469.3236,1426.6469,1469.3236,WSB
1979,NOJ,1480.1714,1349.8588,1408.6718853658535,1394.83205,1349.3254,1394.83205,SEA
1979,CHI,1456.0562,1424.6462,1412.7385658536584,1407.5875,1363.1229,1407.5875,SEA
1979,SDC,1398.125,1509.0917,1444.8997719512195,1427.8464,1377.2698,1427.8464,SEA
1979,LAL,1568.2222,1536.9929,1587.5305609756097,1594.03505,1522.0341,1594.03505,SEA
1979,HOU,1409.5238,1554.7966,1483.9391439024391,1484.85915,1420.6455,1484.85915,SEA
1979,ATL,1515.1086,1566.6573,1528.220475609756,1526.5612,1484.7351,1526.5612,SEA
1979,NJN,1424.6022,1397.3527,1437.436519512195,1435.7956,1397.3527,1435.7956,SEA
1979,SAS,1566.6167,1563.0006,1591.3903585365854,1589.8613500000001,1538.7611,1589.8613500000001,SEA
1979,CLE,1500.2305,1388.6946,1453.9716853658535,1454.8396,1388.6946,1454.8396,SEA
1979,BOS,1467.1775,1361.3015,1416.9338707317072,1417.8418000000001,1343.605,1417.8418000000001,SEA
1979,DEN,1518.1899,1573.0518,1529.653062195122,1530.5337,1491.7406,1530.5337,SEA
1979,DET,1471.9563,1434.2566,1439.198707317073,1442.93805,1386.5258,1442.93805,SEA
1979,IND,1449.1462,1496.2275,1449.520593902439,1453.52895,1382.74,1453.52895,SEA
1979,NYK,1497.5878,1388.6382,1462.5372414634146,1472.39085,1388.6382,1472.39085,SEA
1979,PHI,1595.7059,1545.4781,1567.7568719512196,1568.4331,1501.8701,1568.4331,SEA
1979,PHO,1522.2686,1591.0015,1569.465642682927,1571.19725,1526.9757,1571.19725,SEA
1979,SEA,1561.104,1610.2932,1577.7966073170733,1578.18385,1523.2411,1578.18385,SEA
1979,WSB,1591.4202,1581.2242,1630.5951841463414,1636.6061,1564.9269,1636.6061,SEA
1979,MIL,1532.6785,1565.9678,1505.3027719512195,1502.5497,1445.998,1502.5497,SEA
1979,GSW,1548.6289,1500.3854,1516.5801365853658,1514.45065,1471.5463,1514.45065,SEA
1979,KCK,1464.8947,1552.1891,1537.5318329268293,1542.4065500000002,1454.9307,1542.4065500000002,SEA
1979,POR,1539.7191,1588.0277,1521.8994573170733,1518.21215,1466.1578,1518.21215,SEA
1980,MIL,1550.7258,1629.6819,1554.6774853658535,1559.4445999999998,1463.7759,1559.4445999999998,LAL
1980,NYK,1417.7286,1459.9078,1456.6374853658535,1456.6731,1412.8352,1456.6731,LAL
1980,BOS,1397.2261,1666.9353,1594.8300390243903,1602.37555,1407.5111,1602.37555,LAL
1980,ATL,1559.2893,1579.2604,1583.142013414634,1586.6589,1536.9203,1586.6589,LAL
1980,KCK,1524.3677,1546.5996,1570.2038853658535,1571.9395,1501.7079,1571.9395,LAL
1980,GSW,1501.5391,1396.0853,1428.819457317073,1405.05575,1360.766,1405.05575,LAL
1980,LAL,1529.4934,1691.1053,1609.3617146341464,1597.8571499999998,1519.2347,1597.8571499999998,LAL
1980,HOU,1532.4065,1506.3262,1506.021769512195,1506.08905,1467.0073,1506.08905,LAL
1980,CLE,1417.771,1499.3314,1452.1828841463414,1461.9197,1385.1741,1461.9197,LAL
1980,UTA,1388.644,1357.63,1367.0765365853658,1373.6641,1299.2296,1373.6641,LAL
1980,WSB,1541.5206,1486.6462,1461.9811524390245,1455.8519999999999,1416.51,1455.8519999999999,LAL
1980,PHI,1554.9481,1610.5422,1615.1185317073173,1614.57445,1560.3511,1614.57445,LAL
1980,DET,1451.9424,1239.9574,1362.2502365853659,1373.15835,1239.9574,1373.15835,LAL
1980,PHO,1591.5842,1625.6019,1595.065756097561,1595.3765,1559.9835,1595.3765,LAL
1980,SDC,1508.0687,1395.3698,1468.3203792682928,1473.8045,1395.3698,1473.8045,LAL
1980,POR,1562.3407,1486.0851,1531.9837256097562,1508.00405,1457.6996,1508.00405,LAL
1980,NJN,1415.7563,1464.5077,1441.9012585365854,1450.3982999999998,1361.4523,1450.3982999999998,LAL
1980,IND,1498.4207,1466.3185,1477.249406097561,1476.0050500000002,1442.6876,1476.0050500000002,LAL
1980,CHI,1444.7346,1431.0961,1418.8712060975608,1417.79695,1381.755,1417.79695,LAL
1980,SAS,1542.283,1503.9082,1511.7429597560974,1508.6357,1449.6617,1508.6357,LAL
1980,DEN,1547.4716,1405.2533,1447.5953182926828,1439.13095,1405.2533,1439.13095,LAL
1980,SEA,1608.588,1638.7007,1632.8625097560973,1634.44345,1577.9866,1634.44345,LAL
1981,PHO,1591.9409,1588.1213,1640.3621536585365,1648.0839999999998,1577.9817,1648.0839999999998,BOS
1981,NJN,1474.6307,1329.844,1379.1170829268292,1364.0797499999999,1282.7101,1364.0797499999999,BOS
1981,DET,1306.218,1358.6943,1296.2981670731706,1295.22575,1261.8922,1295.22575,BOS
1981,DEN,1430.1899,1484.5387,1434.2031573170732,1432.5226499999999,1368.0446,1432.5226499999999,BOS
1981,BOS,1625.4172,1625.9442,1677.571424390244,1681.8175,1620.5038,1681.8175,BOS
1981,SDC,1422.7773,1459.5874,1437.887451219512,1440.3009499999998,1374.4045,1440.3009499999998,BOS
1981,SEA,1586.8328,1425.6617,1488.2522170731709,1478.1174,1420.8296,1478.1174,BOS
1981,UTA,1394.4725,1317.1274,1378.8455243902438,1370.09185,1310.2697,1370.09185,BOS
1981,PHI,1617.5034,1675.738,1696.3281060975612,1706.49585,1597.8301,1706.49585,BOS
1981,POR,1494.0841,1560.7147,1493.2856195121951,1497.8719999999998,1416.3555,1497.8719999999998,BOS
1981,LAL,1679.434,1609.5889,1638.644518292683,1622.3889,1595.3822,1622.3889,BOS
1981,HOU,1491.4705,1504.1768,1478.0375573170732,1478.5569500000001,1444.5494,1478.5569500000001,BOS
1981,CLE,1500.7485,1364.1224,1436.3280951219513,1439.53215,1364.1224,1439.53215,BOS
1981,SAS,1494.5752,1540.067,1552.2438329268293,1558.12845,1483.8767,1558.12845,BOS
1981,WSB,1481.5461,1521.3734,1488.0128548780488,1483.81965,1438.6021,1483.81965,BOS
1981,IND,1475.9889,1526.1918,1524.165895121951,1527.4362,1483.0482,1527.4362,BOS
1981,MIL,1601.1569,1670.2136,1650.0064756097559,1651.7119,1590.3806,1651.7119,BOS
1981,GSW,1423.314,1447.6671,1472.9594195121952,1477.26305,1418.5784,1477.26305,BOS
1981,DAL,1300.0,1268.672,1240.4097524390245,1232.4103,1189.4734,1232.4103,BOS
1981,KCK,1536.6196,1515.7802,1496.5874451219513,1494.2372,1457.4343,1494.2372,BOS
1981,NYK,1471.1809,1577.1995,1536.7522548780487,1533.74365,1479.2332,1533.74365,BOS
1981,ATL,1542.9641,1426.9982,1472.06228902439,1462.4726999999998,1420.2878,1462.4726999999998,BOS
1981,CHI,1449.572,1594.6149,1498.8529463414634,1500.4567000000002,1423.8595,1500.4567000000002,BOS
1982,DAL,1327.754,1378.2595,1338.243474390244,1338.56195,1264.9789,1338.56195,LAL
1982,PHO,1558.27,1577.2124,1558.1065902439025,1557.6781,1533.6925,1557.6781,LAL
1982,CLE,1399.3418,1230.1842,1317.2951146341463,1306.93405,1230.1842,1306.93405,LAL
1982,HOU,1538.1875,1525.9575,1514.4195670731708,1522.5501,1456.6526,1522.5501,LAL
1982,SAS,1517.3323,1494.7772,1542.844025609756,1545.5012000000002,1494.7772,1545.5012000000002,LAL
